TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(A),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
01:59:31,0.050,0.051,0.085,4.232,8.440,12.597,32.164
01:59:32,0.050,0.050,0.088,4.230,8.440,12.646,32.123
01:59:33,0.050,0.052,0.087,4.232,8.440,12.646,32.028
01:59:34,0.048,0.051,0.085,4.232,8.445,12.625,32.028
01:59:35,0.048,0.050,0.087,4.230,8.449,12.646,32.082
01:59:36,0.050,0.051,0.087,4.235,8.427,12.646,32.164
01:59:37,0.050,0.042,0.088,4.231,8.449,12.618,32.130
01:59:38,0.051,0.053,0.088,4.230,8.449,12.646,32.157
01:59:39,0.051,0.050,0.089,4.230,8.449,12.646,32.144
01:59:40,0.050,0.053,0.096,4.229,8.449,12.646,32.178
01:59:41,0.050,0.050,0.090,4.232,8.436,12.652,32.069
01:59:42,0.050,0.051,0.142,4.231,8.436,12.652,32.178
01:59:43,0.050,0.050,0.086,4.231,8.436,12.652,32.062
01:59:44,0.050,0.051,0.089,4.230,8.440,12.646,32.116
01:59:45,0.050,0.050,0.086,4.229,8.449,12.652,32.096
01:59:46,0.050,0.050,0.087,4.230,8.440,12.646,32.042
01:59:47,0.050,0.050,0.089,4.229,8.449,12.646,32.178
01:59:48,0.050,0.050,0.099,4.232,8.436,12.652,32.151
01:59:49,0.050,0.049,0.091,4.233,8.449,12.646,32.123
01:59:50,0.050,0.051,0.087,4.231,8.436,12.652,32.640
01:59:51,0.050,0.052,0.088,4.229,8.449,12.646,32.157
01:59:52,0.050,0.050,0.087,4.231,8.449,12.646,32.232
01:59:53,0.050,0.050,0.087,4.233,8.436,12.652,32.178
01:59:54,0.050,0.051,0.088,4.229,8.449,12.646,32.144
01:59:55,0.049,0.113,0.098,4.230,8.449,12.652,32.103
01:59:56,0.050,0.076,0.092,4.232,8.436,12.652,32.116
01:59:57,0.049,0.050,0.086,4.230,8.440,12.639,32.021
01:59:58,0.050,0.042,0.078,4.230,8.440,12.646,32.089
01:59:59,0.050,0.051,0.078,4.232,8.440,12.646,32.110
02:00:00,0.050,0.051,0.089,4.229,8.449,12.646,32.144
02:00:01,0.050,0.051,0.101,4.232,8.436,12.652,32.069
02:00:02,0.050,0.050,0.087,4.230,8.449,12.535,32.232
02:00:03,0.050,0.050,0.087,4.231,8.436,12.639,31.953
02:00:04,0.050,0.050,0.087,4.229,8.449,12.646,32.042
02:00:05,0.049,0.049,0.085,4.232,8.436,12.652,32.559
02:00:06,0.049,0.051,0.087,4.230,8.440,12.403,32.089
02:00:07,0.049,0.049,0.087,4.232,8.440,12.646,31.980
02:00:08,0.049,0.052,0.099,4.229,8.449,12.646,32.035
02:00:09,0.049,0.050,0.087,4.231,8.427,12.639,32.055
02:00:10,0.049,0.050,0.079,4.230,8.449,12.652,32.035
02:00:11,0.050,0.051,0.084,4.231,8.440,12.646,32.076
02:00:12,0.050,0.049,0.086,4.226,8.436,12.652,32.191
02:00:13,0.050,0.050,0.088,4.231,8.449,12.646,32.123
02:00:14,0.050,0.051,0.087,4.232,8.449,12.646,32.620
02:00:15,0.050,0.050,0.087,4.235,8.440,12.646,32.089
02:00:16,0.050,0.050,0.087,4.230,8.440,12.639,32.089
02:00:17,0.049,0.050,0.089,4.231,8.449,12.652,32.157
02:00:18,0.049,0.050,0.081,4.230,8.449,12.639,32.082
02:00:19,0.049,0.051,0.087,4.232,8.445,12.680,32.035
02:00:20,0.049,0.050,0.086,4.229,8.449,12.639,32.157
02:00:21,0.049,0.049,0.087,4.229,8.449,12.646,32.028
02:00:22,0.050,0.049,0.106,4.231,8.436,12.652,32.042
02:00:23,0.049,0.050,0.092,4.232,8.440,12.646,32.103
02:00:24,0.050,0.053,0.078,4.230,8.445,12.646,32.144
02:00:25,0.049,0.050,0.090,4.230,8.440,12.639,32.069
02:00:26,0.049,0.050,0.087,4.229,8.449,12.646,32.069
02:00:27,0.049,0.051,0.084,4.233,8.422,12.646,32.028
02:00:28,0.050,0.052,0.092,4.232,8.449,12.659,32.559
02:00:29,0.050,0.050,0.103,4.229,8.449,12.646,32.035
02:00:30,0.049,0.052,0.077,4.230,8.440,12.646,32.055
02:00:31,0.049,0.048,0.086,4.232,8.427,12.652,32.096
02:00:32,0.049,0.049,0.083,4.230,8.449,12.646,32.048
02:00:33,0.048,0.050,0.085,4.230,8.440,12.708,31.926
02:00:34,0.049,0.050,0.090,4.235,8.440,12.646,32.116
02:00:35,0.050,0.049,0.086,4.231,8.449,12.646,32.089
02:00:36,0.050,0.050,0.084,4.230,8.449,12.646,32.185
02:00:37,0.048,0.050,0.099,4.230,8.449,12.646,32.123
02:00:38,0.050,0.050,0.087,4.232,8.427,12.652,32.082
02:00:39,0.050,0.049,0.085,4.233,8.449,12.646,31.946
02:00:40,0.048,0.049,0.085,4.232,8.422,12.646,32.001
02:00:41,0.049,0.050,0.087,4.232,8.445,12.652,32.116
02:00:42,0.048,0.050,0.085,4.235,8.440,12.646,32.035
02:00:43,0.048,0.044,0.094,4.230,8.449,12.652,32.069
02:00:44,0.048,0.050,0.085,4.233,8.449,12.646,32.048
02:00:45,0.049,0.050,0.085,4.224,8.449,12.646,32.565
02:00:46,0.049,0.050,0.087,4.232,8.440,12.625,32.110
02:00:47,0.053,0.033,0.078,4.232,8.440,12.646,32.178
02:00:48,0.049,0.050,0.085,4.231,8.449,12.618,32.253
02:00:49,0.048,0.049,0.087,4.230,8.449,12.646,32.096
02:00:50,0.049,0.037,0.091,4.231,8.436,12.652,32.042
02:00:51,0.048,0.090,0.093,4.232,8.440,12.639,32.082
02:00:52,0.048,0.050,0.086,4.230,8.449,12.652,32.028
02:00:53,0.049,0.049,0.084,4.233,8.436,12.652,32.048
02:00:54,0.049,0.050,0.085,4.230,8.449,12.646,32.144
02:00:55,0.049,0.049,0.139,4.230,8.449,12.646,32.123
02:00:56,0.049,0.049,0.087,4.229,8.440,12.639,32.069
02:00:57,0.049,0.050,0.089,4.230,8.449,12.646,32.123
02:00:58,0.049,0.050,0.086,4.231,8.427,12.652,32.205
02:00:59,0.047,0.050,0.078,4.231,8.449,12.652,32.164
02:01:00,0.047,0.051,0.103,4.230,8.440,12.646,32.082
02:01:01,0.049,0.044,0.084,4.230,8.449,12.646,32.266
02:01:02,0.049,0.050,0.082,4.229,8.449,12.646,32.076
02:01:03,0.049,0.049,0.099,4.232,8.436,12.652,32.082
02:01:04,0.049,0.049,0.083,4.225,8.449,12.646,32.137
02:01:05,0.048,0.049,0.085,4.229,8.449,12.646,32.103
02:01:06,0.048,0.049,0.086,4.229,8.449,12.646,32.069
02:01:07,0.049,0.050,0.076,4.228,8.445,12.639,32.110
02:01:08,0.049,0.048,0.092,4.231,8.440,12.652,32.171
02:01:09,0.049,0.048,0.084,4.235,8.440,12.646,32.137
02:01:10,0.049,0.050,0.084,4.233,8.449,12.646,32.035
02:01:11,0.049,0.049,0.084,4.233,8.418,12.652,32.205
02:01:12,0.049,0.049,0.087,4.229,8.449,12.639,32.123
02:01:13,0.049,0.049,0.087,4.231,8.436,12.646,32.096
02:01:14,0.048,0.047,0.099,4.229,8.449,12.639,32.021
02:01:15,0.049,0.047,0.087,4.231,8.436,12.652,32.096
02:01:16,0.048,0.057,0.093,4.232,8.440,12.639,32.191
02:01:17,0.048,0.050,0.084,4.235,8.449,12.652,32.178
02:01:18,0.050,0.050,0.084,4.232,8.440,12.646,32.178
02:01:19,0.048,0.050,0.087,4.231,8.449,12.639,32.572
02:01:20,0.049,0.051,0.099,4.232,8.436,12.652,32.096
02:01:21,0.049,0.051,0.087,4.232,8.449,12.666,32.239
02:01:22,0.049,0.050,0.087,4.230,8.440,12.639,32.137
02:01:23,0.050,0.050,0.126,4.235,8.445,12.680,32.123
02:01:24,0.048,0.050,0.084,4.231,8.445,12.652,32.259
02:01:25,0.048,0.050,0.087,4.230,8.449,12.646,32.164
02:01:26,0.049,0.049,0.087,4.229,8.449,12.646,32.089
02:01:27,0.047,0.048,0.117,4.235,8.445,12.652,32.191
02:01:28,0.048,0.050,0.084,4.232,8.440,12.625,32.035
02:01:29,0.048,0.050,0.082,4.230,8.449,12.652,32.185
02:01:30,0.048,0.049,0.080,4.230,8.449,12.646,32.151
02:01:31,0.049,0.049,0.085,4.229,8.436,12.625,32.219
02:01:32,0.049,0.050,0.087,4.230,8.449,12.625,32.191
02:01:33,0.049,0.050,0.124,4.231,8.449,12.646,32.205
02:01:34,0.048,0.049,0.085,4.230,8.449,12.666,32.069
02:01:35,0.049,0.050,0.140,4.231,8.440,12.652,32.212
02:01:36,0.049,0.049,0.083,4.230,8.449,12.646,32.103
02:01:37,0.049,0.050,0.127,4.231,8.436,12.652,32.157
02:01:38,0.048,0.048,0.083,4.232,8.440,12.646,32.178
02:01:39,0.049,0.050,0.084,4.230,8.436,12.652,32.137
02:01:40,0.048,0.049,0.084,4.230,8.440,12.646,32.089
02:01:41,0.048,0.049,0.082,4.230,8.449,12.652,32.144
02:01:42,0.049,0.049,0.087,4.230,8.449,12.625,32.089
02:01:43,0.049,0.050,0.087,4.231,8.436,12.652,32.151
02:01:44,0.047,0.048,0.087,4.230,8.440,12.646,32.599
02:01:45,0.047,0.048,0.082,4.231,8.449,12.646,32.185
02:01:46,0.049,0.048,0.084,4.231,8.440,12.646,32.089
02:01:47,0.048,0.050,0.142,4.230,8.449,12.646,32.219
02:01:48,0.058,0.048,0.084,4.230,8.440,12.639,32.082
02:01:49,0.042,0.048,0.082,4.233,8.445,12.652,32.151
02:01:50,0.042,0.049,0.084,4.238,8.449,12.646,32.089
02:01:51,0.048,0.049,0.086,4.229,8.449,12.646,32.667
02:01:52,0.047,0.048,0.086,4.229,8.449,12.639,32.103
02:01:53,0.046,0.048,0.087,4.232,8.440,12.652,32.164
02:01:54,0.048,0.049,0.083,4.233,8.436,12.652,32.137
02:01:55,0.048,0.042,0.087,4.230,8.440,12.646,32.191
02:01:56,0.047,0.057,0.081,4.232,8.436,12.652,32.096
02:01:57,0.047,0.050,0.087,4.230,8.449,12.646,32.178
02:01:58,0.049,0.045,0.087,4.230,8.449,12.646,32.137
02:01:59,0.049,0.049,0.086,4.230,8.449,12.632,32.287
02:02:00,0.048,0.048,0.083,4.230,8.449,12.639,32.110
02:02:01,0.048,0.052,0.083,4.230,8.440,12.646,32.198
02:02:02,0.048,0.049,0.081,4.230,8.449,12.646,32.246
02:02:03,0.047,0.047,0.085,4.231,8.449,12.639,32.185
02:02:04,0.047,0.048,0.087,4.229,8.449,12.652,32.137
02:02:05,0.047,0.049,0.082,4.230,8.449,12.646,32.599
02:02:06,0.048,0.054,0.087,4.232,8.436,12.652,32.096
02:02:07,0.048,0.049,0.158,4.230,8.449,12.646,32.082
02:02:08,0.047,0.048,0.084,4.225,8.436,12.652,32.151
02:02:09,0.047,0.048,0.087,4.229,8.449,12.646,32.110
02:02:10,0.047,0.040,0.078,4.231,8.449,12.652,32.082
02:02:11,0.047,0.048,0.087,4.232,8.440,12.646,32.110
02:02:12,0.048,0.049,0.074,4.232,8.445,12.646,32.137
02:02:13,0.048,0.042,0.084,4.230,8.440,12.646,32.198
02:02:14,0.048,0.049,0.083,4.232,8.449,12.646,32.144
02:02:15,0.048,0.049,0.081,4.232,8.445,12.611,32.096
02:02:16,0.047,0.047,0.087,4.244,8.440,12.639,32.525
02:02:17,0.047,0.049,0.081,4.231,8.449,12.659,32.123
02:02:18,0.047,0.049,0.135,4.230,8.440,12.646,32.069
02:02:19,0.047,0.048,0.087,4.229,8.449,12.646,32.096
02:02:20,0.048,0.049,0.084,4.229,8.440,12.646,32.504
02:02:21,0.047,0.050,0.083,4.233,8.449,12.639,32.157
02:02:22,0.047,0.046,0.086,4.232,8.440,12.646,32.144
02:02:23,0.048,0.047,0.085,4.228,8.436,12.652,32.640
02:02:24,0.047,0.047,0.084,4.229,8.449,12.639,32.171
02:02:25,0.047,0.049,0.085,4.229,8.449,12.646,32.123
02:02:26,0.048,0.048,0.085,4.231,8.436,12.652,32.151
02:02:27,0.048,0.050,0.086,4.243,8.440,12.659,32.178
02:02:28,0.048,0.050,0.139,4.231,8.440,12.652,32.096
02:02:29,0.048,0.048,0.084,4.232,8.445,12.646,32.137
02:02:30,0.045,0.049,0.081,4.231,8.449,12.639,32.014
02:02:31,0.045,0.047,0.086,4.230,8.467,12.646,32.089
02:02:32,0.048,0.047,0.086,4.230,8.440,12.646,32.144
02:02:33,0.048,0.049,0.081,4.230,8.449,12.639,32.259
02:02:34,0.047,0.049,0.078,4.230,8.440,12.646,32.144
02:02:35,0.048,0.048,0.093,4.231,8.449,12.646,32.076
02:02:36,0.047,0.047,0.084,4.230,8.445,12.646,32.191
02:02:37,0.047,0.048,0.101,4.231,8.449,12.646,32.191
02:02:38,0.047,0.048,0.112,4.229,8.449,12.646,32.144
02:02:39,0.047,0.048,0.084,4.229,8.449,12.646,32.123
02:02:40,0.047,0.047,0.084,4.231,8.333,12.652,32.055
02:02:41,0.047,0.050,0.086,4.229,8.449,12.646,32.198
02:02:42,0.047,0.047,0.084,4.230,8.373,12.646,32.164
02:02:43,0.047,0.048,0.086,4.231,8.449,12.652,32.157
02:02:44,0.047,0.047,0.085,4.229,8.440,12.646,32.123
02:02:45,0.047,0.048,0.092,4.230,8.449,12.784,32.089
02:02:46,0.047,0.048,0.087,4.230,8.449,12.646,32.110
02:02:47,0.048,0.047,0.085,4.231,8.436,12.652,32.191
02:02:48,0.048,0.048,0.085,4.230,8.449,12.708,32.178
02:02:49,0.047,0.049,0.086,4.220,8.449,12.646,32.144
02:02:50,0.047,0.047,0.085,4.230,8.449,12.646,32.130
02:02:51,0.047,0.045,0.088,4.230,8.449,12.646,32.089
02:02:52,0.047,0.048,0.081,4.230,8.485,12.625,32.144
02:02:53,0.047,0.047,0.085,4.235,8.440,12.646,32.239
02:02:54,0.047,0.047,0.087,4.230,8.449,12.652,32.144
02:02:55,0.047,0.047,0.084,4.229,8.449,12.652,32.151
02:02:56,0.046,0.046,0.083,4.232,8.436,12.652,32.123
02:02:57,0.046,0.048,0.088,4.230,8.440,12.632,32.130
02:02:58,0.047,0.047,0.084,4.229,8.440,12.646,32.028
02:02:59,0.047,0.047,0.087,4.230,8.449,12.639,32.185
02:03:00,0.047,0.045,0.084,4.231,8.449,12.625,32.565
02:03:01,0.047,0.048,0.084,4.231,8.449,12.646,32.178
02:03:02,0.048,0.048,0.084,4.238,8.449,12.673,32.082
02:03:03,0.047,0.047,0.087,4.230,8.449,12.646,32.144
02:03:04,0.047,0.048,0.082,4.231,8.445,12.652,32.062
02:03:05,0.047,0.047,0.114,4.230,8.449,12.659,32.110
02:03:06,0.047,0.047,0.081,4.232,8.445,12.646,32.164
02:03:07,0.047,0.047,0.083,4.230,8.440,12.680,32.137
02:03:08,0.047,0.046,0.084,4.229,8.449,12.639,32.103
02:03:09,0.047,0.049,0.089,4.231,8.440,12.646,32.144
02:03:10,0.049,0.047,0.084,4.229,8.449,12.646,32.198
02:03:11,0.047,0.045,0.084,4.232,8.440,12.521,32.219
02:03:12,0.047,0.047,0.083,4.230,8.449,12.646,32.123
02:03:13,0.047,0.050,0.088,4.232,8.440,12.652,32.144
02:03:14,0.047,0.036,0.081,4.232,8.445,12.652,32.151
02:03:15,0.046,0.048,0.084,4.232,8.445,12.646,32.198
02:03:16,0.046,0.047,0.103,4.230,8.449,12.646,32.089
02:03:17,0.047,0.047,0.084,4.230,8.445,12.646,32.198
02:03:18,0.047,0.047,0.089,4.231,8.449,12.652,32.082
02:03:19,0.047,0.047,0.084,4.231,8.445,12.652,32.151
02:03:20,0.047,0.047,0.085,4.229,8.449,12.646,32.246
02:03:21,0.047,0.047,0.084,4.231,8.436,12.652,32.314
02:03:22,0.047,0.047,0.084,4.230,8.449,12.646,32.232
02:03:23,0.046,0.051,0.087,4.231,8.449,12.659,32.137
02:03:24,0.047,0.047,0.084,4.229,8.449,12.646,32.130
02:03:25,0.047,0.048,0.094,4.231,8.449,12.652,32.144
02:03:26,0.047,0.048,0.084,4.230,8.440,12.646,32.069
02:03:27,0.047,0.047,0.086,4.229,8.449,12.646,32.137
02:03:28,0.047,0.046,0.083,4.232,8.440,12.646,32.089
02:03:29,0.047,0.045,0.085,4.230,8.449,12.646,32.178
02:03:30,0.047,0.046,0.083,4.232,8.387,12.646,32.069
02:03:31,0.047,0.046,0.091,4.231,8.436,12.652,32.042
02:03:32,0.047,0.047,0.081,4.230,8.449,12.646,32.144
02:03:33,0.047,0.047,0.083,4.235,8.440,12.646,32.137
02:03:34,0.046,0.044,0.088,4.233,8.449,12.646,32.069
02:03:35,0.046,0.047,0.096,4.230,8.449,12.646,32.246
02:03:36,0.047,0.047,0.134,4.231,8.445,12.652,32.205
02:03:37,0.046,0.046,0.083,4.230,8.440,12.646,32.178
02:03:38,0.046,0.047,0.086,4.230,8.440,12.639,32.082
02:03:39,0.047,0.048,0.149,4.231,8.449,12.646,32.035
02:03:40,0.047,0.047,0.083,4.231,8.449,12.646,32.123
02:03:41,0.047,0.047,0.086,4.229,8.449,12.646,32.178
02:03:42,0.046,0.045,0.085,4.235,8.440,12.646,32.137
02:03:43,0.046,0.116,0.106,4.230,8.449,12.659,32.123
02:03:44,0.047,0.047,0.083,4.229,8.422,12.646,32.123
02:03:45,0.047,0.047,0.098,4.229,8.449,12.639,32.178
02:03:46,0.047,0.047,0.084,4.229,8.440,12.646,32.307
02:03:47,0.047,0.047,0.084,4.230,8.449,12.659,32.144
02:03:48,0.047,0.049,0.079,4.222,8.427,12.652,32.069
02:03:49,0.047,0.048,0.087,4.230,8.449,12.652,32.178
02:03:50,0.047,0.008,0.094,4.230,8.458,12.646,32.219
02:03:51,0.046,0.045,0.097,4.185,8.440,12.639,32.205
02:03:52,0.046,0.044,0.086,4.232,8.436,12.652,32.042
02:03:53,0.046,0.048,0.084,4.233,8.440,12.639,32.287
02:03:54,0.047,0.047,0.084,4.229,8.440,12.639,32.157
02:03:55,0.047,0.047,0.085,4.231,8.436,12.652,32.042
02:03:56,0.047,0.047,0.083,4.229,8.449,12.646,32.123
02:03:57,0.047,0.047,0.084,4.231,8.436,12.652,32.151
02:03:58,0.045,0.047,0.084,4.230,8.440,12.639,32.116
02:03:59,0.047,0.048,0.087,4.231,8.436,12.652,32.205
02:04:00,0.048,0.045,0.081,4.231,8.449,12.625,32.497
02:04:01,0.048,0.047,0.084,4.230,8.449,12.646,32.123
02:04:02,0.047,0.050,0.089,4.230,8.449,12.646,32.123
02:04:03,0.046,0.047,0.084,4.231,8.449,12.652,32.144
02:04:04,0.046,0.047,0.083,4.230,8.449,12.646,32.137
02:04:05,0.047,0.046,0.085,4.230,8.440,12.646,32.144
02:04:06,0.047,0.047,0.083,4.230,8.449,12.652,32.123
02:04:07,0.046,0.047,0.084,4.229,8.449,12.646,32.116
02:04:08,0.047,0.047,0.083,4.232,8.431,12.646,32.232
02:04:09,0.047,0.047,0.098,4.231,8.436,12.652,32.205
02:04:10,0.047,0.045,0.080,4.230,8.449,12.652,32.178
02:04:11,0.046,0.047,0.086,4.229,8.449,12.646,32.137
02:04:12,0.047,0.047,0.085,4.231,8.436,12.632,32.164
02:04:13,0.046,0.047,0.083,4.233,8.449,12.639,32.144
02:04:14,0.046,0.047,0.084,4.236,8.445,12.652,32.171
02:04:15,0.046,0.046,0.088,4.231,8.360,12.646,32.280
02:04:16,0.046,0.046,0.084,4.229,8.449,12.646,32.232
02:04:17,0.046,0.047,0.083,4.245,8.449,12.652,32.219
02:04:18,0.046,0.040,0.079,4.230,8.449,12.652,32.069
02:04:19,0.047,0.045,0.086,4.232,8.463,12.652,32.205
02:04:20,0.047,0.047,0.085,4.229,8.449,12.646,32.205
02:04:21,0.046,0.047,0.122,4.229,8.449,12.646,32.232
02:04:22,0.045,0.047,0.082,4.232,8.440,12.646,32.198
02:04:23,0.046,0.047,0.084,4.230,8.440,12.646,32.253
02:04:24,0.045,0.046,0.082,4.231,8.449,12.652,32.042
02:04:25,0.046,0.047,0.096,4.230,8.440,12.646,32.246
02:04:26,0.046,0.047,0.091,4.232,8.436,12.784,32.171
02:04:27,0.046,0.040,0.083,4.231,8.449,12.652,32.198
02:04:28,0.045,0.045,0.084,4.232,8.440,12.646,32.137
02:04:29,0.045,0.047,0.082,4.232,8.449,12.604,32.198
02:04:30,0.046,0.045,0.083,4.230,8.449,12.646,32.219
02:04:31,0.046,0.038,0.081,4.232,8.440,12.646,32.287
02:04:32,0.046,0.047,0.085,4.229,8.440,12.646,32.144
02:04:33,0.046,0.048,0.088,4.235,8.436,12.652,32.355
02:04:34,0.045,0.047,0.107,4.231,8.436,12.652,32.273
02:04:35,0.045,0.047,0.083,4.230,8.413,12.646,32.185
02:04:36,0.046,0.045,0.134,4.232,8.445,12.652,32.219
02:04:37,0.045,0.046,0.091,4.232,8.445,12.646,32.307
02:04:38,0.043,0.046,0.081,4.231,8.449,12.639,32.232
02:04:39,0.045,0.046,0.084,4.232,8.440,12.646,32.253
02:04:40,0.045,0.046,0.082,4.229,8.449,12.652,32.157
02:04:41,0.045,0.045,0.084,4.230,8.449,12.646,32.232
02:04:42,0.045,0.046,0.091,4.230,8.449,12.659,32.198
02:04:43,0.046,0.047,0.081,4.232,8.440,12.652,32.205
02:04:44,0.046,0.046,0.082,4.229,8.449,12.542,32.185
02:04:45,0.047,0.046,0.084,4.231,8.440,12.652,32.259
02:04:46,0.045,0.046,0.083,4.231,8.449,12.652,32.212
02:04:47,0.045,0.045,0.085,4.230,8.445,12.646,32.287
02:04:48,0.045,0.045,0.082,4.231,8.436,12.652,32.164
02:04:49,0.045,0.047,0.084,4.254,8.440,12.646,32.253
02:04:50,0.046,0.045,0.082,4.229,8.449,12.646,32.232
02:04:51,0.045,0.047,0.083,4.229,8.449,12.652,32.205
02:04:52,0.046,0.045,0.083,4.228,8.440,12.652,32.164
02:04:53,0.045,0.046,0.084,4.230,8.445,12.646,32.450
02:04:54,0.045,0.045,0.084,4.230,8.449,12.646,32.185
02:04:55,0.045,0.047,0.168,4.230,8.449,12.659,32.178
02:04:56,0.045,0.044,0.081,4.230,8.449,12.639,32.253
02:04:57,0.045,0.045,0.078,4.230,8.449,12.652,32.293
02:04:58,0.046,0.045,0.083,4.230,8.440,12.646,32.089
02:04:59,0.045,0.046,0.084,4.232,8.440,12.639,32.198
02:05:00,0.045,0.044,0.081,4.231,8.436,12.625,32.627
02:05:01,0.045,0.046,0.087,4.230,8.440,12.646,32.273
02:05:02,0.045,0.045,0.081,4.229,8.449,12.646,32.096
02:05:03,0.045,0.047,0.082,4.229,8.449,12.646,32.178
02:05:04,0.045,0.044,0.084,4.231,8.436,12.652,32.178
02:05:05,0.046,0.047,0.084,4.231,8.440,12.652,32.171
02:05:06,0.045,0.046,0.081,4.229,8.449,12.646,32.205
02:05:07,0.046,0.044,0.082,4.232,8.440,12.652,32.232
02:05:08,0.046,0.045,0.083,4.229,8.449,12.618,32.144
02:05:09,0.045,0.045,0.082,4.232,8.449,12.646,32.273
02:05:10,0.046,0.044,0.084,4.230,8.440,12.646,32.096
02:05:11,0.045,0.046,0.084,4.229,8.449,12.646,32.552
02:05:12,0.045,0.046,0.083,4.231,8.436,12.652,32.151
02:05:13,0.045,0.046,0.083,4.230,8.449,12.646,32.205
02:05:14,0.045,0.045,0.083,4.230,8.449,12.646,32.232
02:05:15,0.045,0.046,0.082,4.229,8.449,12.652,32.178
02:05:16,0.046,0.044,0.084,4.230,8.449,12.646,32.144
02:05:17,0.045,0.047,0.081,4.232,8.440,12.652,32.219
02:05:18,0.045,0.046,0.082,4.231,8.449,12.646,32.191
02:05:19,0.045,0.046,0.083,4.231,8.449,12.486,32.151
02:05:20,0.045,0.044,0.083,4.230,8.440,12.646,32.144
02:05:21,0.045,0.047,0.073,4.229,8.449,12.646,32.164
02:05:22,0.045,0.044,0.082,4.230,8.449,12.652,32.246
02:05:23,0.045,0.046,0.084,4.230,8.449,12.646,32.178
02:05:24,0.045,0.045,0.082,4.232,8.436,12.639,32.055
02:05:25,0.045,0.045,0.083,4.230,8.440,12.646,32.110
02:05:26,0.045,0.044,0.082,4.230,8.449,12.652,32.103
02:05:27,0.045,0.046,0.084,4.229,8.449,12.646,32.076
02:05:28,0.046,0.041,0.104,4.230,8.440,12.646,32.116
02:05:29,0.045,0.047,0.090,4.232,8.440,12.736,32.123
02:05:30,0.045,0.046,0.078,4.232,8.440,12.646,32.096
02:05:31,0.045,0.045,0.083,4.229,8.449,12.646,32.089
02:05:32,0.046,0.046,0.082,4.231,8.431,12.646,32.157
02:05:33,0.045,0.046,0.082,4.230,8.449,12.646,32.144
02:05:34,0.045,0.044,0.087,4.230,8.440,12.652,32.035
02:05:35,0.045,0.041,0.101,4.230,8.413,12.652,32.144
02:05:36,0.045,0.044,0.082,4.232,1.291,12.652,32.042
02:05:37,0.045,0.044,0.081,4.232,8.440,12.646,32.191
02:05:38,0.045,0.035,0.088,4.230,8.440,12.652,31.974
02:05:39,0.045,0.045,0.081,4.230,8.449,12.646,32.048
02:05:40,0.044,0.044,0.103,4.230,8.449,12.646,32.463
02:05:41,0.044,0.082,0.108,4.233,8.449,12.652,32.082
02:05:42,0.044,0.044,0.082,4.230,1.291,12.680,32.001
02:05:43,0.045,0.044,0.081,4.231,8.449,12.646,31.994
02:05:44,0.045,0.043,0.084,4.231,8.431,12.646,32.599
02:05:45,0.045,0.047,0.084,4.235,8.440,12.639,32.137
02:05:46,0.044,0.044,0.078,4.228,8.440,12.639,32.110
02:05:47,0.042,0.045,0.084,4.232,8.440,12.680,32.191
02:05:48,0.042,0.046,0.082,4.229,8.449,12.646,32.525
02:05:49,0.045,0.044,0.084,4.230,8.449,12.652,32.151
02:05:50,0.045,0.046,0.081,4.231,8.449,12.652,32.123
02:05:51,0.045,0.045,0.132,4.229,8.440,12.646,32.606
02:05:52,0.045,0.044,0.081,4.229,8.449,12.646,32.082
02:05:53,0.045,0.036,0.078,4.232,8.440,12.646,32.110
02:05:54,0.045,0.045,0.083,4.229,8.449,12.646,32.395
02:05:55,0.045,0.014,0.104,4.231,8.449,12.652,32.116
02:05:56,0.047,0.044,0.072,4.230,8.440,12.646,32.089
02:05:57,0.045,0.044,0.082,4.235,8.445,12.646,32.191
02:05:58,0.045,0.045,0.082,4.230,8.440,12.646,32.089
02:05:59,0.045,0.044,0.082,4.230,8.440,12.646,32.219
02:06:00,0.045,0.045,0.082,4.229,8.440,12.659,32.110
02:06:01,0.045,0.046,0.082,4.233,8.449,12.652,32.185
02:06:02,0.044,0.044,0.116,4.232,8.440,12.646,32.178
02:06:03,0.044,0.047,0.084,4.230,8.449,12.646,32.144
02:06:04,0.045,0.044,0.081,4.231,8.427,12.652,32.191
02:06:05,0.045,0.044,0.081,4.232,8.328,12.652,32.586
02:06:06,0.045,0.046,0.122,4.229,8.440,12.646,32.185
02:06:07,0.045,0.047,0.089,4.231,8.449,12.722,32.137
02:06:08,0.045,0.045,0.082,4.229,8.449,12.646,32.164
02:06:09,0.045,0.045,0.081,4.160,8.427,12.652,32.559
02:06:10,0.044,0.043,0.082,4.230,8.440,12.646,32.198
02:06:11,0.044,0.046,0.082,4.229,8.440,12.652,32.144
02:06:12,0.045,0.045,0.078,4.229,8.440,12.646,32.130
02:06:13,0.044,0.030,0.075,4.232,8.431,12.646,32.178
02:06:14,0.045,0.043,0.081,4.229,8.404,12.646,32.137
02:06:15,0.045,0.045,0.086,4.230,8.449,12.646,32.178
02:06:16,0.043,0.044,0.083,4.229,8.440,12.646,32.137
02:06:17,0.045,0.044,0.082,4.229,8.449,12.646,32.341
02:06:18,0.044,0.044,0.078,4.231,8.449,12.666,32.110
02:06:19,0.044,0.045,0.082,4.230,8.449,12.646,32.185
