TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(V),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:31:35,2.284,2.424,2.84,4.30,8.23,12.31,35.46
00:31:36,2.291,2.426,2.84,4.30,8.23,12.31,35.85
00:31:37,2.329,2.431,2.85,4.30,8.23,12.32,36.80
00:31:38,2.279,2.425,2.84,4.30,8.23,12.31,36.17
00:31:39,2.280,2.423,2.84,4.30,8.23,12.32,36.17
00:31:40,2.291,2.412,2.83,4.30,8.22,12.32,36.26
00:31:41,2.277,2.424,2.84,4.31,8.23,12.32,36.18
00:31:42,2.369,2.427,2.84,4.31,8.23,12.32,35.80
00:31:43,2.321,2.411,2.83,4.30,8.23,12.31,36.10
00:31:44,2.280,2.424,2.85,4.30,8.23,12.32,36.24
00:31:45,2.277,2.422,2.84,4.30,8.23,12.31,36.13
00:31:46,2.281,2.425,2.84,4.31,8.23,12.32,36.17
00:31:47,2.264,2.427,2.84,4.31,8.23,12.32,36.17
00:31:48,2.267,2.423,2.84,4.31,8.23,12.32,36.19
00:31:49,2.315,2.432,2.85,4.31,8.23,12.32,36.43
00:31:50,2.314,2.429,2.85,4.31,8.23,12.32,36.63
00:31:51,2.314,2.431,2.84,4.31,8.23,12.32,36.56
00:31:52,2.280,2.424,2.84,4.31,8.23,12.32,36.28
00:31:53,2.283,2.425,2.84,4.31,8.23,12.32,36.26
00:31:54,2.263,2.425,2.84,4.31,8.23,12.32,36.23
00:31:55,2.265,2.422,2.84,4.31,8.23,12.32,36.25
00:31:56,2.293,2.421,2.84,4.31,8.23,12.32,36.05
00:31:57,2.296,2.423,2.85,4.31,8.23,12.32,36.02
00:31:58,2.300,2.426,2.85,4.31,8.23,12.32,36.12
00:31:59,2.278,2.425,2.84,4.31,8.23,12.32,36.23
00:32:00,2.277,2.423,2.84,4.31,8.23,12.33,36.24
00:32:01,2.379,2.437,2.86,4.31,8.24,12.33,35.76
00:32:02,2.284,2.423,2.84,4.31,8.23,12.32,36.02
00:32:03,2.270,2.434,2.85,4.31,8.24,12.33,36.24
00:32:04,2.238,2.419,2.86,4.31,8.23,12.32,36.19
00:32:05,2.284,2.426,2.84,4.31,8.23,12.32,36.20
00:32:06,2.286,2.425,2.84,4.31,8.24,12.33,36.01
00:32:07,2.286,2.424,2.84,4.31,8.23,12.33,35.95
00:32:08,2.274,2.426,2.84,4.31,8.24,12.33,36.27
00:32:09,2.268,2.423,2.84,4.31,8.24,12.32,36.26
00:32:10,2.308,2.431,2.86,4.31,8.24,12.33,36.33
00:32:11,2.295,2.421,2.85,4.31,8.23,12.32,35.98
00:32:12,2.286,2.423,2.84,4.31,8.23,12.33,35.74
00:32:13,2.279,2.423,2.84,4.31,8.23,12.34,36.20
00:32:14,2.280,2.426,2.85,4.31,8.24,12.33,36.15
00:32:15,2.263,2.434,2.84,4.31,8.24,12.33,36.15
00:32:16,2.275,2.434,2.85,4.31,8.24,12.33,36.14
00:32:17,2.284,2.425,2.84,4.31,8.24,12.33,36.18
00:32:18,2.281,2.427,2.84,4.31,8.24,12.34,36.10
00:32:19,2.283,2.426,2.84,4.31,8.24,12.33,36.07
00:32:20,2.275,2.430,2.85,4.31,8.24,12.33,36.07
00:32:21,2.288,2.414,2.83,4.31,8.24,12.33,36.09
00:32:22,2.279,2.422,2.84,4.32,8.24,12.34,36.04
00:32:23,2.315,2.432,2.84,4.31,8.24,12.34,36.30
00:32:24,2.276,2.425,2.84,4.31,8.24,12.34,36.09
00:32:25,2.273,2.425,2.84,4.32,8.25,12.34,36.08
00:32:26,2.265,2.428,2.84,4.31,8.24,12.34,36.10
00:32:27,2.286,2.425,2.84,4.31,8.24,12.34,36.00
00:32:28,2.282,2.425,2.84,4.31,8.24,12.34,36.14
00:32:29,2.251,2.426,2.83,4.32,8.25,12.34,36.08
00:32:30,2.291,2.414,2.83,4.31,8.25,12.34,36.17
00:32:31,2.283,2.428,2.84,4.31,8.25,12.34,36.10
00:32:32,2.280,2.425,2.84,4.32,8.25,12.34,36.13
00:32:33,2.283,2.425,2.84,4.32,8.24,12.34,36.09
00:32:34,2.226,2.411,2.84,4.31,8.25,12.34,36.10
00:32:35,2.285,2.418,2.84,4.31,8.25,12.35,36.25
00:32:36,2.279,2.422,2.84,4.32,8.25,12.35,36.16
00:32:37,2.284,2.430,2.84,4.32,8.25,12.34,36.16
00:32:38,2.367,2.425,2.84,4.32,8.25,12.34,35.65
00:32:39,2.361,2.435,2.86,4.32,8.25,12.35,36.34
00:32:40,2.296,2.422,2.84,4.32,8.25,12.34,35.82
00:32:41,2.277,2.424,2.84,4.32,8.25,12.34,36.20
00:32:42,2.264,2.428,2.84,4.32,8.25,12.34,36.22
00:32:43,2.288,2.425,2.84,4.32,8.25,12.35,36.11
00:32:44,2.378,2.436,2.85,4.32,8.26,12.35,35.76
00:32:45,2.278,2.425,2.84,4.32,8.25,12.34,36.22
00:32:46,2.275,2.425,2.84,4.32,8.26,12.35,36.24
00:32:47,2.262,2.422,2.84,4.32,8.26,12.35,36.22
00:32:48,2.286,2.425,2.84,4.32,8.26,12.36,36.29
00:32:49,2.283,2.422,2.84,4.32,8.25,12.35,36.27
00:32:50,2.279,2.422,2.83,4.32,8.25,12.34,36.28
00:32:51,2.278,2.425,2.84,4.32,8.26,12.35,36.30
00:32:52,2.371,2.428,2.84,4.32,8.26,12.36,35.94
00:32:53,2.323,2.427,2.84,4.32,8.26,12.34,36.93
00:32:54,2.381,2.440,2.86,4.32,8.26,12.36,35.87
00:32:55,2.277,2.423,2.84,4.32,8.26,12.35,36.37
00:32:56,2.272,2.420,2.84,4.32,8.25,12.35,36.38
00:32:57,2.278,2.424,2.84,4.32,8.27,12.36,36.38
00:32:58,2.272,2.422,2.84,4.32,8.26,12.35,36.41
00:32:59,2.286,2.424,2.84,4.32,8.26,12.37,36.37
00:33:00,2.279,2.425,2.84,4.32,8.26,12.37,36.42
00:33:01,2.274,2.423,2.84,4.32,8.26,12.37,36.43
00:33:02,2.288,2.428,2.84,4.32,8.26,12.35,36.46
00:33:03,2.279,2.424,2.84,4.33,8.26,12.36,36.46
00:33:04,2.311,2.431,2.85,4.33,8.27,12.37,36.46
00:33:05,2.293,2.421,2.84,4.32,8.26,12.36,36.02
00:33:06,2.259,2.421,2.84,4.33,8.26,12.37,36.52
00:33:07,2.366,2.424,2.84,4.33,8.27,12.37,36.01
00:33:08,2.286,2.419,2.83,4.33,8.26,12.37,35.90
00:33:09,2.257,2.428,2.84,4.33,8.26,12.37,36.42
00:33:10,2.369,2.425,2.85,4.33,8.27,12.37,36.14
00:33:11,2.279,2.425,2.84,4.33,8.26,12.36,36.50
00:33:12,2.265,2.432,2.85,4.33,8.26,12.37,36.48
00:33:13,2.383,2.444,2.86,4.33,8.27,12.37,36.19
00:33:14,2.273,2.424,2.84,4.33,8.27,12.37,36.53
00:33:15,2.276,2.424,2.84,4.33,8.27,12.37,36.52
00:33:16,2.290,2.425,2.84,4.33,8.27,12.37,36.47
00:33:17,2.280,2.425,2.84,4.33,8.27,12.37,36.49
00:33:18,2.338,2.422,2.85,4.33,8.27,12.37,36.93
00:33:19,2.289,2.426,2.84,4.33,8.27,12.37,36.46
00:33:20,2.273,2.423,2.84,4.33,8.27,12.37,36.54
00:33:21,2.316,2.429,2.84,4.33,8.27,12.37,36.77
00:33:22,2.291,2.427,2.84,4.33,8.27,12.37,36.55
00:33:23,2.312,2.423,2.84,4.33,8.26,12.37,36.58
00:33:24,2.325,2.419,2.83,4.33,8.27,12.37,37.16
00:33:25,2.272,2.422,2.83,4.33,8.27,12.37,36.56
00:33:26,2.295,2.424,2.84,4.33,8.28,12.37,35.99
00:33:27,2.377,2.433,2.85,4.33,8.27,12.38,35.99
00:33:28,2.292,2.422,2.84,4.33,8.27,12.38,36.01
00:33:29,2.291,2.428,2.84,4.33,8.27,12.38,36.49
00:33:30,2.351,2.412,2.82,4.33,8.27,12.38,36.15
00:33:31,2.312,2.431,2.85,4.33,8.27,12.38,36.31
00:33:32,2.270,2.423,2.84,4.33,8.27,12.39,36.51
00:33:33,2.289,2.420,2.84,4.33,8.27,12.38,36.55
00:33:34,2.283,2.425,2.84,4.33,8.27,12.39,36.48
00:33:35,2.278,2.423,2.84,4.33,8.27,12.38,36.49
00:33:36,2.278,2.422,2.84,4.33,8.28,12.38,36.52
00:33:37,2.285,2.422,2.84,4.33,8.28,12.39,36.49
00:33:38,2.291,2.431,2.85,4.33,8.28,12.38,36.53
00:33:39,2.317,2.422,2.83,4.33,8.28,12.38,37.04
00:33:40,2.292,2.426,2.84,4.34,8.28,12.38,36.56
00:33:41,2.297,2.419,2.83,4.33,8.27,12.38,36.57
00:33:42,2.356,2.433,2.86,4.34,8.28,12.38,36.92
00:33:43,2.297,2.428,2.85,4.34,8.28,12.38,36.61
00:33:44,2.293,2.418,2.84,4.34,8.28,12.39,36.67
00:33:45,2.324,2.417,2.84,4.34,8.28,12.39,37.17
00:33:46,2.275,2.425,2.84,4.34,8.28,12.39,36.61
00:33:47,2.272,2.422,2.83,4.34,8.28,12.39,36.62
00:33:48,2.317,2.425,2.85,4.34,8.27,12.39,36.67
00:33:49,2.280,2.423,2.84,4.34,8.28,12.39,36.61
00:33:50,2.276,2.423,2.84,4.34,8.28,12.39,36.67
00:33:51,2.275,2.419,2.84,4.34,8.28,12.38,36.60
00:33:52,2.285,2.422,2.85,4.34,8.28,12.39,36.67
00:33:53,2.369,2.425,2.84,4.34,8.29,12.39,36.24
00:33:54,2.293,2.426,2.85,4.34,8.28,12.39,36.17
00:33:55,2.267,2.413,2.84,4.34,8.28,12.39,36.72
00:33:56,2.304,2.422,2.84,4.34,8.28,12.40,36.72
00:33:57,2.276,2.420,2.84,4.34,8.28,12.39,36.64
00:33:58,2.286,2.425,2.84,4.34,8.29,12.39,36.70
00:33:59,2.278,2.424,2.84,4.34,8.29,12.39,36.72
00:34:00,2.275,2.420,2.84,4.34,8.29,12.39,36.71
00:34:01,2.285,2.425,2.84,4.34,8.28,12.39,36.71
00:34:02,2.275,2.424,2.84,4.34,8.29,12.39,36.76
00:34:03,2.255,2.402,2.83,4.34,8.28,12.39,36.71
00:34:04,2.281,2.425,2.84,4.34,8.29,12.40,36.73
00:34:05,2.309,2.437,2.87,4.34,8.29,12.40,36.29
00:34:06,2.242,2.388,2.80,4.34,8.29,12.39,36.72
00:34:07,2.391,2.454,2.86,4.35,8.29,12.41,36.45
00:34:08,2.344,2.408,2.81,4.34,8.30,12.40,36.41
00:34:09,2.278,2.424,2.84,4.34,8.29,12.40,36.71
00:34:10,2.279,2.423,2.84,4.34,8.29,12.40,36.70
00:34:11,2.286,2.424,2.85,4.34,8.29,12.40,36.69
00:34:12,2.346,2.428,2.86,4.34,8.29,12.40,37.19
00:34:13,2.278,2.422,2.84,4.34,8.29,12.40,36.71
00:34:14,2.318,2.415,2.84,4.34,8.29,12.39,36.70
00:34:15,2.335,2.450,2.87,4.35,8.30,12.41,36.55
00:34:16,2.256,2.399,2.80,4.34,8.29,12.41,36.70
00:34:17,2.362,2.417,2.85,4.34,8.30,12.41,36.18
00:34:18,2.384,2.442,2.86,4.35,8.30,12.41,36.20
00:34:19,2.280,2.422,2.84,4.34,8.29,12.40,36.71
00:34:20,2.317,2.405,2.82,4.34,8.30,12.41,36.72
00:34:21,2.284,2.423,2.84,4.35,8.30,12.41,36.73
00:34:22,2.266,2.431,2.84,4.35,8.29,12.42,36.67
00:34:23,2.385,2.445,2.86,4.35,8.30,12.41,36.33
00:34:24,2.286,2.427,2.85,4.35,8.30,12.41,36.75
00:34:25,2.333,2.413,2.82,4.35,8.30,12.40,36.68
00:34:26,2.286,2.427,2.84,4.34,8.30,12.41,36.73
00:34:27,2.267,2.425,2.84,4.35,8.30,12.41,36.67
00:34:28,2.269,2.434,2.85,4.35,8.30,12.41,36.63
00:34:29,2.294,2.431,2.85,4.35,8.30,12.41,36.69
00:34:30,2.285,2.428,2.85,4.35,8.30,12.41,36.75
00:34:31,2.281,2.422,2.84,4.35,8.30,12.41,36.77
00:34:32,2.281,2.422,2.85,4.35,8.30,12.41,36.76
00:34:33,2.332,2.448,2.87,4.35,8.31,12.41,36.52
00:34:34,2.295,2.431,2.87,4.35,8.31,12.42,36.71
00:34:35,2.273,2.420,2.82,4.35,8.31,12.42,36.75
00:34:36,2.280,2.417,2.83,4.35,8.31,12.42,36.59
00:34:37,2.285,2.425,2.84,4.35,8.31,12.42,36.74
00:34:38,2.324,2.430,2.84,4.35,8.31,12.42,36.95
00:34:39,2.299,2.430,2.85,4.35,8.31,12.42,36.23
00:34:40,2.276,2.431,2.85,4.35,8.31,12.42,36.75
00:34:41,2.340,2.420,2.84,4.35,8.31,12.41,37.28
00:34:42,2.262,2.403,2.83,4.35,8.31,12.42,36.87
00:34:43,2.370,2.432,2.84,4.35,8.31,12.42,36.53
00:34:44,2.299,2.429,2.84,4.35,8.31,12.43,36.30
00:34:45,2.267,2.425,2.84,4.35,8.31,12.41,36.80
00:34:46,2.344,2.400,2.81,4.35,8.31,12.43,36.47
00:34:47,2.288,2.427,2.84,4.36,8.32,12.43,36.92
00:34:48,2.286,2.409,2.81,4.35,8.32,12.43,36.95
00:34:49,2.278,2.435,2.85,4.35,8.31,12.42,36.90
00:34:50,2.288,2.425,2.85,4.35,8.32,12.43,36.94
00:34:51,2.290,2.428,2.84,4.35,8.31,12.42,36.92
00:34:52,2.326,2.428,2.85,4.36,8.32,12.43,37.20
00:34:53,2.275,2.414,2.84,4.35,8.32,12.43,36.93
00:34:54,2.386,2.445,2.86,4.36,8.32,12.43,36.62
00:34:55,2.300,2.428,2.84,4.36,8.32,12.42,36.45
00:34:56,2.268,2.431,2.84,4.35,8.31,12.43,36.92
00:34:57,2.348,2.408,2.80,4.35,8.32,12.43,36.73
00:34:58,2.286,2.421,2.84,4.35,8.32,12.43,37.01
00:34:59,2.324,2.434,2.85,4.36,8.32,12.43,37.05
00:35:00,2.349,2.439,2.85,4.36,8.32,12.43,37.07
00:35:01,2.285,2.422,2.84,4.36,8.32,12.43,37.07
00:35:02,2.276,2.423,2.84,4.36,8.32,12.43,37.09
00:35:03,2.366,2.431,2.84,4.36,8.32,12.43,36.75
00:35:04,2.287,2.423,2.84,4.36,8.32,12.43,37.08
00:35:05,2.270,2.424,2.84,4.36,8.32,12.43,36.99
00:35:06,2.291,2.425,2.84,4.36,8.32,12.44,37.05
00:35:07,2.285,2.424,2.84,4.36,8.32,12.43,37.05
00:35:08,2.296,2.425,2.84,4.36,8.32,12.43,36.78
00:35:09,2.294,2.425,2.84,4.36,8.32,12.44,37.01
00:35:10,2.286,2.420,2.84,4.36,8.32,12.43,37.05
00:35:11,2.344,2.417,2.84,4.36,8.32,12.44,37.41
00:35:12,2.294,2.422,2.84,4.36,8.32,12.44,37.05
00:35:13,2.320,2.428,2.85,4.36,8.32,12.44,37.06
00:35:14,2.317,2.427,2.84,4.36,8.33,12.44,36.99
00:35:15,2.278,2.427,2.84,4.36,8.32,12.44,37.09
00:35:16,2.339,2.394,2.82,4.36,8.32,12.43,36.73
00:35:17,2.288,2.418,2.83,4.36,8.32,12.44,36.79
00:35:18,2.273,2.424,2.84,4.36,8.33,12.44,37.08
00:35:19,2.362,2.422,2.83,4.36,8.32,12.44,36.84
00:35:20,2.286,2.422,2.84,4.36,8.33,12.44,37.08
00:35:21,2.272,2.413,2.83,4.36,8.32,12.44,37.07
00:35:22,2.283,2.414,2.83,4.36,8.32,12.44,37.03
00:35:23,2.278,2.414,2.83,4.36,8.33,12.44,37.03
00:35:24,2.259,2.411,2.83,4.36,8.32,12.44,36.99
00:35:25,2.280,2.411,2.83,4.36,8.33,12.44,36.98
00:35:26,2.270,2.408,2.82,4.36,8.33,12.45,36.99
00:35:27,2.281,2.409,2.82,4.36,8.33,12.45,36.67
00:35:28,2.272,2.406,2.82,4.36,8.33,12.44,36.93
00:35:29,2.343,2.399,2.81,4.36,8.32,12.44,36.45
00:35:30,2.265,2.406,2.82,4.36,8.32,12.45,36.88
00:35:31,2.270,2.408,2.82,4.36,8.32,12.44,36.86
00:35:32,2.275,2.402,2.82,4.36,8.32,12.43,36.77
00:35:33,2.270,2.402,2.81,4.36,8.32,12.44,36.80
00:35:34,2.357,2.414,2.83,4.36,8.33,12.44,36.43
00:35:35,2.301,2.401,2.82,4.36,8.33,12.44,37.06
00:35:36,2.260,2.398,2.81,4.36,8.32,12.45,36.81
00:35:37,2.265,2.397,2.81,4.36,8.33,12.45,36.78
00:35:38,2.305,2.360,2.77,4.36,8.32,12.44,36.39
00:35:39,2.259,2.396,2.81,4.36,8.33,12.45,36.84
00:35:40,2.249,2.392,2.80,4.36,8.33,12.45,36.82
00:35:41,2.262,2.391,2.81,4.36,8.33,12.45,36.77
00:35:42,2.263,2.388,2.80,4.36,8.32,12.44,36.55
00:35:43,2.257,2.388,2.80,4.36,8.32,12.45,36.87
00:35:44,2.254,2.385,2.79,4.36,8.33,12.44,36.87
00:35:45,2.338,2.394,2.80,4.36,8.33,12.45,36.32
00:35:46,2.254,2.387,2.79,4.36,8.32,12.45,36.86
00:35:47,2.252,2.388,2.80,4.36,8.33,12.45,36.86
00:35:48,2.273,2.386,2.79,4.36,8.32,12.44,36.81
00:35:49,2.251,2.376,2.79,4.36,8.32,12.44,36.63
00:35:50,2.248,2.376,2.79,4.36,8.32,12.45,36.85
00:35:51,2.221,2.379,2.79,4.36,8.33,12.45,36.87
00:35:52,2.236,2.374,2.79,4.36,8.33,12.45,36.91
00:35:53,2.249,2.374,2.78,4.36,8.33,12.44,36.66
00:35:54,2.243,2.373,2.78,4.36,8.33,12.45,36.86
00:35:55,2.229,2.371,2.78,4.36,8.33,12.45,36.86
00:35:56,2.278,2.369,2.78,4.36,8.33,12.45,36.90
00:35:57,2.317,2.372,2.78,4.36,8.33,12.45,36.45
00:35:58,2.237,2.369,2.78,4.36,8.32,12.44,36.86
00:35:59,2.238,2.371,2.78,4.36,8.33,12.45,36.88
00:36:00,2.256,2.370,2.78,4.36,8.32,12.44,36.60
00:36:01,2.239,2.363,2.77,4.36,8.33,12.45,36.56
00:36:02,2.226,2.361,2.77,4.36,8.33,12.44,36.88
00:36:03,2.236,2.365,2.77,4.36,8.33,12.45,36.89
00:36:04,2.229,2.363,2.77,4.36,8.33,12.44,36.92
00:36:05,2.234,2.359,2.77,4.36,8.33,12.45,36.22
00:36:06,2.229,2.356,2.77,4.36,8.33,12.44,36.91
00:36:07,2.199,2.362,2.77,4.36,8.33,12.45,36.84
00:36:08,2.232,2.350,2.76,4.36,8.33,12.45,36.94
00:36:09,2.220,2.355,2.76,4.36,8.33,12.45,36.92
00:36:10,2.222,2.354,2.76,4.36,8.33,12.44,36.89
00:36:11,2.226,2.359,2.77,4.36,8.33,12.45,36.91
00:36:12,2.230,2.351,2.76,4.36,8.33,12.44,36.46
00:36:13,2.217,2.350,2.76,4.36,8.32,12.45,36.92
00:36:14,2.234,2.350,2.76,4.36,8.33,12.44,36.52
00:36:15,2.231,2.348,2.76,4.36,8.33,12.44,36.62
00:36:16,2.220,2.352,2.76,4.36,8.33,12.45,36.96
00:36:17,2.217,2.349,2.75,4.36,8.34,12.44,36.97
00:36:18,2.270,2.344,2.75,4.36,8.33,12.44,37.30
00:36:19,2.270,2.343,2.75,4.36,8.33,12.45,37.34
00:36:20,2.262,2.340,2.75,4.36,8.33,12.45,37.36
00:36:21,2.207,2.339,2.74,4.36,8.33,12.45,37.00
00:36:22,2.209,2.342,2.74,4.36,8.33,12.45,36.99
00:36:23,2.210,2.344,2.75,4.36,8.33,12.44,36.99
00:36:24,2.204,2.339,2.75,4.36,8.33,12.44,36.98
00:36:25,2.207,2.337,2.74,4.36,8.32,12.45,36.93
00:36:26,2.243,2.337,2.74,4.36,8.33,12.44,37.52
00:36:27,2.231,2.333,2.74,4.36,8.33,12.45,37.18
00:36:28,2.198,2.333,2.74,4.36,8.34,12.44,36.93
00:36:29,2.193,2.330,2.73,4.36,8.33,12.45,36.93
00:36:30,2.280,2.337,2.75,4.36,8.33,12.45,36.41
00:36:31,2.270,2.331,2.74,4.36,8.33,12.45,36.67
00:36:32,2.265,2.329,2.74,4.36,8.33,12.45,36.93
00:36:33,2.193,2.327,2.73,4.36,8.33,12.44,36.95
00:36:34,2.195,2.322,2.72,4.36,8.33,12.45,36.82
00:36:35,2.185,2.321,2.72,4.36,8.33,12.45,36.97
00:36:36,2.180,2.320,2.72,4.36,8.33,12.44,36.98
00:36:37,2.195,2.319,2.72,4.36,8.33,12.45,36.52
00:36:38,2.195,2.317,2.72,4.36,8.34,12.45,36.74
00:36:39,2.190,2.316,2.72,4.36,8.33,12.45,37.04
00:36:40,2.177,2.315,2.71,4.36,8.33,12.45,37.02
00:36:41,2.174,2.313,2.71,4.36,8.33,12.45,37.05
00:36:42,2.188,2.310,2.71,4.36,8.33,12.45,36.62
00:36:43,2.190,2.310,2.71,4.36,8.33,12.45,36.69
00:36:44,2.182,2.310,2.71,4.36,8.33,12.45,37.13
00:36:45,2.179,2.307,2.71,4.36,8.34,12.46,37.16
00:36:46,2.178,2.305,2.71,4.36,8.33,12.45,37.19
00:36:47,2.163,2.305,2.70,4.36,8.33,12.45,37.20
00:36:48,2.162,2.303,2.70,4.36,8.33,12.44,37.22
00:36:49,2.180,2.304,2.70,4.36,8.33,12.45,36.83
00:36:50,2.178,2.302,2.70,4.36,8.33,12.45,36.77
00:36:51,2.182,2.300,2.70,4.36,8.33,12.45,36.97
00:36:52,2.179,2.300,2.70,4.36,8.33,12.46,36.71
00:36:53,2.178,2.300,2.70,4.36,8.33,12.45,36.76
00:36:54,2.167,2.298,2.69,4.36,8.33,12.46,37.28
00:36:55,2.168,2.296,2.69,4.36,8.33,12.44,37.27
00:36:56,2.150,2.294,2.69,4.36,8.33,12.46,37.32
00:36:57,2.154,2.294,2.69,4.36,8.33,12.46,37.33
00:36:58,2.170,2.295,2.69,4.36,8.33,12.45,36.70
00:36:59,2.185,2.293,2.69,4.36,8.34,12.45,37.35
00:37:00,2.206,2.290,2.69,4.36,8.33,12.45,37.82
00:37:01,2.165,2.293,2.69,4.36,8.33,12.46,37.33
00:37:02,2.156,2.288,2.68,4.36,8.33,12.46,37.36
00:37:03,2.197,2.287,2.68,4.36,8.34,12.46,37.32
00:37:04,2.143,2.284,2.68,4.36,8.33,12.46,37.36
00:37:05,2.222,2.285,2.68,4.36,8.34,12.45,36.86
00:37:06,2.169,2.281,2.68,4.36,8.33,12.45,37.32
00:37:07,2.129,2.284,2.68,4.36,8.33,12.44,37.22
00:37:08,2.155,2.281,2.68,4.36,8.33,12.46,37.12
00:37:09,2.156,2.279,2.67,4.36,8.33,12.45,36.83
00:37:10,2.152,2.282,2.67,4.36,8.33,12.46,37.29
00:37:11,2.149,2.279,2.67,4.36,8.34,12.45,37.31
00:37:12,2.143,2.273,2.67,4.36,8.33,12.45,37.31
00:37:13,2.131,2.273,2.66,4.36,8.34,12.46,37.35
00:37:14,2.141,2.273,2.66,4.36,8.33,12.46,37.30
00:37:15,2.223,2.280,2.67,4.36,8.34,12.46,36.91
00:37:16,2.148,2.277,2.66,4.36,8.33,12.45,37.33
00:37:17,2.209,2.270,2.66,4.36,8.34,12.46,36.90
00:37:18,2.134,2.267,2.66,4.36,8.33,12.45,37.36
00:37:19,2.143,2.269,2.66,4.36,8.34,12.45,37.41
00:37:20,2.150,2.264,2.66,4.36,8.33,12.45,37.19
00:37:21,2.218,2.272,2.67,4.36,8.34,12.46,36.88
00:37:22,2.135,2.264,2.66,4.36,8.33,12.46,37.39
00:37:23,2.134,2.261,2.65,4.36,8.33,12.45,37.43
00:37:24,2.124,2.260,2.65,4.36,8.33,12.46,37.34
00:37:25,2.135,2.264,2.66,4.36,8.33,12.45,37.39
00:37:26,2.126,2.257,2.65,4.36,8.33,12.45,37.37
00:37:27,2.135,2.264,2.65,4.36,8.34,12.46,37.40
00:37:28,2.130,2.256,2.64,4.36,8.33,12.45,37.40
00:37:29,2.112,2.256,2.65,4.36,8.33,12.46,37.46
00:37:30,2.111,2.253,2.64,4.36,8.33,12.45,37.44
00:37:31,2.130,2.250,2.64,4.36,8.34,12.46,36.91
00:37:32,2.193,2.252,2.65,4.36,8.33,12.45,36.96
00:37:33,2.149,2.247,2.64,4.36,8.34,12.46,37.41
00:37:34,2.124,2.248,2.63,4.36,8.34,12.45,37.47
00:37:35,2.122,2.244,2.64,4.36,8.33,12.45,37.17
00:37:36,2.120,2.246,2.64,4.36,8.33,12.45,37.43
00:37:37,2.176,2.238,2.63,4.36,8.33,12.45,36.95
00:37:38,2.118,2.246,2.63,4.36,8.34,12.45,37.44
00:37:39,2.119,2.241,2.63,4.36,8.34,12.46,37.46
00:37:40,2.091,2.239,2.63,4.36,8.34,12.46,37.42
00:37:41,2.098,2.237,2.62,4.36,8.34,12.46,37.43
00:37:42,2.104,2.234,2.62,4.36,8.33,12.45,37.42
00:37:43,2.186,2.241,2.63,4.36,8.34,12.46,37.00
00:37:44,2.114,2.233,2.62,4.36,8.34,12.46,37.50
00:37:45,2.109,2.233,2.62,4.36,8.34,12.46,37.53
00:37:46,2.109,2.230,2.62,4.36,8.33,12.46,37.07
00:37:47,2.104,2.230,2.62,4.36,8.34,12.46,37.49
00:37:48,2.105,2.226,2.61,4.36,8.33,12.46,36.93
00:37:49,2.167,2.228,2.62,4.36,8.33,12.45,36.98
00:37:50,2.104,2.228,2.62,4.36,8.34,12.46,37.51
00:37:51,2.098,2.222,2.61,4.36,8.34,12.45,37.50
00:37:52,2.091,2.224,2.60,4.36,8.34,12.45,37.45
00:37:53,2.098,2.222,2.61,4.36,8.34,12.45,37.46
00:37:54,2.164,2.222,2.60,4.36,8.34,12.46,37.10
00:37:55,2.128,2.219,2.61,4.36,8.34,12.46,37.44
00:37:56,2.090,2.218,2.60,4.36,8.34,12.46,37.62
00:37:57,2.154,2.217,2.61,4.36,8.34,12.46,37.18
00:37:58,2.108,2.214,2.60,4.36,8.34,12.46,37.49
00:37:59,2.088,2.212,2.60,4.36,8.34,12.46,37.49
00:38:00,2.091,2.212,2.60,4.36,8.34,12.46,37.50
00:38:01,2.080,2.212,2.60,4.36,8.34,12.46,37.50
00:38:02,2.085,2.211,2.60,4.36,8.34,12.46,37.47
00:38:03,2.088,2.212,2.60,4.36,8.34,12.46,37.48
00:38:04,2.096,2.207,2.59,4.36,8.33,12.46,37.53
00:38:05,2.063,2.208,2.59,4.36,8.34,12.46,37.46
00:38:06,2.085,2.207,2.59,4.36,8.33,12.46,37.32
00:38:07,2.088,2.204,2.59,4.36,8.34,12.46,37.45
00:38:08,2.075,2.201,2.58,4.36,8.34,12.45,37.54
00:38:09,2.081,2.203,2.58,4.36,8.34,12.46,37.14
00:38:10,2.114,2.201,2.59,4.36,8.34,12.45,38.14
00:38:11,2.081,2.204,2.59,4.36,8.34,12.46,37.53
00:38:12,2.084,2.195,2.58,4.36,8.34,12.46,37.58
00:38:13,2.075,2.201,2.58,4.36,8.34,12.46,37.56
00:38:14,2.076,2.197,2.58,4.36,8.34,12.46,37.60
00:38:15,2.065,2.196,2.58,4.36,8.34,12.46,37.57
00:38:16,2.066,2.193,2.57,4.36,8.34,12.46,37.56
00:38:17,2.065,2.192,2.57,4.36,8.34,12.46,37.58
00:38:18,2.054,2.192,2.57,4.36,8.33,12.46,37.65
00:38:19,2.054,2.190,2.57,4.36,8.34,12.46,37.61
00:38:20,2.070,2.188,2.57,4.36,8.34,12.45,37.21
00:38:21,2.083,2.189,2.57,4.36,8.34,12.46,37.97
00:38:22,2.068,2.193,2.57,4.36,8.34,12.46,37.62
00:38:23,2.067,2.190,2.57,4.36,8.33,12.46,37.61
