TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(V),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:00:44,0.391,0.457,1.83,3.75,7.39,11.17,26.99
00:00:45,0.388,0.455,1.81,3.75,7.39,11.18,26.91
00:00:46,0.393,0.458,1.85,3.75,7.39,11.17,26.99
00:00:47,0.391,0.456,1.84,3.75,7.39,11.18,26.95
00:00:48,0.390,0.456,1.83,3.75,7.39,11.17,26.61
00:00:49,0.392,0.458,1.84,3.75,7.39,11.18,26.61
00:00:50,0.388,0.455,1.81,3.75,7.39,11.18,26.59
00:00:51,0.394,0.461,1.87,3.75,7.39,11.18,27.27
00:00:52,0.393,0.459,1.86,3.75,7.39,11.18,26.78
00:00:53,0.390,0.456,1.83,3.75,7.39,11.18,26.55
00:00:54,0.389,0.455,1.82,3.75,7.39,11.18,26.62
00:00:55,0.393,0.458,1.85,3.75,7.39,11.18,26.70
00:00:56,0.388,0.455,1.81,3.75,7.39,11.18,26.62
00:00:57,0.399,0.465,1.92,3.76,7.39,11.18,27.21
00:00:58,0.390,0.457,1.83,3.76,7.39,11.17,26.46
00:00:59,0.388,0.454,1.81,3.75,7.39,11.18,26.58
00:01:00,0.393,0.459,1.86,3.76,7.39,11.18,26.44
00:01:01,0.389,0.455,1.82,3.75,7.39,11.17,26.56
00:01:02,0.390,0.455,1.82,3.75,7.39,11.19,26.50
00:01:03,0.393,0.459,1.86,3.76,7.39,11.18,26.44
00:01:04,0.390,0.457,1.84,3.76,7.40,11.18,26.37
00:01:05,0.402,0.468,1.96,3.76,7.39,11.18,27.11
00:01:06,0.390,0.455,1.83,3.76,7.40,11.18,26.43
00:01:07,0.389,0.455,1.81,3.76,7.40,11.19,26.54
00:01:08,0.393,0.458,1.85,3.76,7.40,11.19,26.52
00:01:09,0.390,0.455,1.83,3.76,7.40,11.18,26.41
00:01:10,0.401,0.468,1.95,3.76,7.39,11.19,27.04
00:01:11,0.390,0.457,1.83,3.76,7.39,11.18,26.32
00:01:12,0.389,0.455,1.82,3.76,7.40,11.19,26.42
00:01:13,0.390,0.456,1.83,3.76,7.39,11.18,26.24
00:01:14,0.389,0.455,1.82,3.76,7.39,11.19,26.36
00:01:15,0.393,0.458,1.86,3.76,7.39,11.18,26.39
00:01:16,0.389,0.455,1.82,3.76,7.40,11.18,26.57
00:01:17,0.392,0.458,1.85,3.76,7.40,11.19,27.01
00:01:18,0.387,0.454,1.81,3.76,7.39,11.18,26.70
00:01:19,0.388,0.455,1.81,3.76,7.39,11.19,26.70
00:01:20,0.391,0.458,1.84,3.76,7.40,11.19,26.64
00:01:21,0.387,0.453,1.80,3.76,7.39,11.19,26.66
00:01:22,0.392,0.458,1.84,3.76,7.39,11.19,26.81
00:01:23,0.388,0.454,1.81,3.76,7.38,11.19,26.67
00:01:24,0.393,0.459,1.86,3.76,7.39,11.19,26.36
00:01:25,0.389,0.455,1.82,3.76,7.39,11.19,26.37
00:01:26,0.388,0.455,1.81,3.76,7.39,11.19,26.43
00:01:27,0.393,0.459,1.85,3.76,7.39,11.19,26.50
00:01:28,0.393,0.458,1.85,3.76,7.39,11.19,26.48
00:01:29,0.388,0.455,1.81,3.76,7.40,11.19,26.31
00:01:30,0.392,0.458,1.85,3.76,7.39,11.19,26.62
00:01:31,0.393,0.459,1.86,3.76,7.39,11.18,26.34
00:01:32,0.387,0.454,1.81,3.76,7.39,11.19,26.35
00:01:33,0.388,0.454,1.81,3.76,7.39,11.19,26.45
00:01:34,0.390,0.455,1.82,3.76,7.39,11.19,26.36
00:01:35,0.393,0.458,1.86,3.76,7.39,11.19,26.43
00:01:36,0.391,0.457,1.84,3.76,7.39,11.18,26.33
00:01:37,0.389,0.456,1.82,3.76,7.40,11.19,26.30
00:01:38,0.393,0.459,1.85,3.76,7.40,11.19,26.30
00:01:39,0.392,0.458,1.85,3.76,7.39,11.20,26.27
00:01:40,0.390,0.455,1.83,3.76,7.39,11.19,26.25
00:01:41,0.389,0.455,1.82,3.76,7.40,11.20,26.35
00:01:42,0.393,0.458,1.85,3.76,7.40,11.20,26.45
00:01:43,0.391,0.458,1.84,3.76,7.40,11.19,26.35
00:01:44,0.388,0.455,1.81,3.76,7.40,11.19,26.29
00:01:45,0.388,0.455,1.81,3.76,7.40,11.19,26.42
00:01:46,0.393,0.458,1.86,3.76,7.40,11.19,26.34
00:01:47,0.389,0.455,1.82,3.76,7.40,11.20,26.22
00:01:48,0.389,0.455,1.82,3.76,7.40,11.19,26.33
00:01:49,0.393,0.458,1.85,3.76,7.40,11.19,26.30
00:01:50,0.392,0.458,1.85,3.76,7.40,11.20,26.21
00:01:51,0.388,0.454,1.81,3.76,7.40,11.20,26.42
00:01:52,0.392,0.458,1.85,3.76,7.40,11.20,26.35
00:01:53,0.392,0.458,1.85,3.76,7.40,11.20,26.19
00:01:54,0.391,0.456,1.84,3.76,7.40,11.19,26.18
00:01:55,0.387,0.454,1.81,3.76,7.40,11.20,26.18
00:01:56,0.387,0.454,1.81,3.76,1.93,11.19,26.14
00:01:57,0.388,0.455,1.81,3.76,1.93,11.19,26.30
00:01:58,0.390,0.456,1.83,3.76,7.40,11.20,26.20
00:01:59,0.393,0.458,1.85,3.76,7.40,11.20,26.37
00:02:00,0.393,0.458,1.85,3.76,7.40,11.20,26.45
00:02:01,0.389,0.455,1.82,3.76,1.96,11.18,26.34
00:02:02,0.389,0.455,1.82,3.76,7.40,11.20,26.23
00:02:03,0.393,0.458,1.85,3.76,7.40,11.20,26.37
00:02:04,0.390,0.455,1.83,3.76,7.40,11.20,26.32
00:02:05,0.391,0.456,1.84,3.76,7.40,11.20,26.27
00:02:06,0.403,0.469,1.95,3.76,7.40,11.20,26.91
00:02:07,0.393,0.459,1.85,3.76,7.40,11.19,26.37
00:02:08,0.393,0.458,1.85,3.76,1.91,11.19,26.35
00:02:09,0.390,0.456,1.83,3.76,7.40,11.19,26.40
00:02:10,0.389,0.455,1.82,3.76,7.40,11.19,26.46
00:02:11,0.389,0.455,1.81,3.76,7.40,11.20,26.49
00:02:12,0.392,0.458,1.85,3.76,7.40,11.20,26.69
00:02:13,0.393,0.458,1.85,3.76,7.40,11.20,26.48
00:02:14,0.392,0.458,1.84,3.76,7.40,11.20,26.48
00:02:15,0.392,0.458,1.85,3.76,7.40,11.20,26.46
00:02:16,0.391,0.457,1.84,3.76,7.40,11.20,26.47
00:02:17,0.388,0.454,1.81,3.76,7.40,11.20,26.41
00:02:18,0.388,0.455,1.81,3.76,7.40,11.20,26.45
00:02:19,0.390,0.455,1.82,3.76,7.40,11.20,26.55
00:02:20,0.402,0.468,1.95,3.76,7.40,11.20,26.95
00:02:21,0.393,0.458,1.85,3.76,7.40,11.20,26.54
00:02:22,0.393,0.459,1.86,3.76,7.40,11.20,26.54
00:02:23,0.390,0.457,1.83,3.76,7.40,11.20,26.39
00:02:24,0.388,0.455,1.81,3.76,7.40,11.20,26.48
00:02:25,0.388,0.454,1.81,3.76,7.40,11.20,26.55
00:02:26,0.388,0.454,1.81,3.76,7.40,11.20,26.44
00:02:27,0.387,0.455,1.80,3.76,7.40,11.20,26.51
00:02:28,0.394,0.460,1.86,3.76,7.40,11.20,26.37
00:02:29,0.393,0.458,1.85,3.76,7.40,11.20,26.40
00:02:30,0.393,0.458,1.85,3.76,7.40,11.20,26.36
00:02:31,0.391,0.457,1.84,3.76,7.40,11.20,26.40
00:02:32,0.390,0.456,1.83,3.76,7.40,11.20,26.36
00:02:33,0.388,0.455,1.81,3.76,7.40,11.20,26.39
00:02:34,0.392,0.458,1.84,3.76,7.40,11.20,26.39
00:02:35,0.390,0.457,1.84,3.76,7.40,11.20,26.37
00:02:36,0.392,0.458,1.84,3.76,7.40,11.20,26.36
00:02:37,0.391,0.457,1.84,3.76,7.40,11.20,26.37
00:02:38,0.388,0.455,1.81,3.76,7.40,11.20,26.27
00:02:39,0.387,0.455,1.81,3.76,7.40,11.20,26.28
00:02:40,0.389,0.455,1.82,3.76,7.40,11.20,26.33
00:02:41,0.401,0.467,1.94,3.76,7.40,11.20,27.02
00:02:42,0.394,0.460,1.87,3.76,7.40,11.20,26.97
00:02:43,0.392,0.458,1.85,3.76,7.40,11.20,26.33
00:02:44,0.393,0.458,1.85,3.76,7.40,11.20,26.36
00:02:45,0.390,0.455,1.82,3.76,7.40,11.20,26.31
00:02:46,0.387,0.454,1.81,3.76,7.40,11.20,26.26
00:02:47,0.390,0.456,1.83,3.76,7.40,11.20,26.39
00:02:48,0.392,0.458,1.84,3.76,7.40,11.20,26.30
00:02:49,0.391,0.458,1.84,3.76,7.41,11.20,26.28
00:02:50,0.390,0.455,1.82,3.76,7.40,11.20,26.19
00:02:51,0.388,0.455,1.81,3.76,7.40,11.20,26.22
00:02:52,0.388,0.454,1.81,3.76,7.40,11.20,26.31
00:02:53,0.402,0.469,1.96,3.76,7.40,11.20,26.87
00:02:54,0.393,0.459,1.87,3.76,7.40,11.20,26.90
00:02:55,0.393,0.458,1.86,3.76,7.40,11.20,26.24
00:02:56,0.393,0.458,1.85,3.76,7.40,11.20,26.28
00:02:57,0.393,0.458,1.86,3.76,7.41,11.20,26.24
00:02:58,0.393,0.459,1.86,3.76,7.40,11.20,26.28
00:02:59,0.392,0.458,1.85,3.76,7.41,11.20,26.25
00:03:00,0.390,0.456,1.82,3.76,7.40,11.20,26.16
00:03:01,0.388,0.455,1.81,3.76,7.40,11.20,26.18
00:03:02,0.388,0.454,1.81,3.76,7.41,11.20,26.30
00:03:03,0.388,0.455,1.81,3.76,7.41,11.20,26.25
00:03:04,0.400,0.466,1.93,3.76,7.40,11.20,26.86
00:03:05,0.393,0.459,1.86,3.76,7.41,11.20,26.26
00:03:06,0.393,0.459,1.85,3.76,7.41,11.20,26.18
00:03:07,0.391,0.458,1.84,3.76,7.41,11.20,26.24
00:03:08,0.393,0.459,1.85,3.76,7.41,11.20,26.19
00:03:09,0.392,0.457,1.85,3.76,7.41,11.21,26.22
00:03:10,0.391,0.457,1.84,3.76,7.40,11.20,26.21
00:03:11,0.389,0.455,1.82,3.76,7.41,11.20,26.15
00:03:12,0.390,0.455,1.82,3.76,7.40,11.20,26.25
00:03:13,0.389,0.455,1.82,3.76,7.41,11.20,26.29
00:03:14,0.393,0.460,1.86,3.76,7.40,11.20,26.82
00:03:15,0.392,0.458,1.85,3.76,7.41,11.21,26.35
00:03:16,0.393,0.460,1.86,3.76,7.41,11.21,26.23
00:03:17,0.391,0.458,1.84,3.76,7.41,11.21,26.22
00:03:18,0.393,0.459,1.87,3.76,7.41,11.21,26.17
00:03:19,0.391,0.457,1.85,3.76,7.41,11.20,26.23
00:03:20,0.390,0.456,1.84,3.76,7.41,11.21,26.18
00:03:21,0.388,0.455,1.81,3.76,7.40,11.20,26.16
00:03:22,0.390,0.455,1.82,3.76,7.41,11.21,26.21
00:03:23,0.392,0.458,1.84,3.76,7.41,11.21,26.27
00:03:24,0.393,0.459,1.86,3.76,7.40,11.20,26.22
00:03:25,0.393,0.458,1.85,3.76,7.41,11.21,26.30
00:03:26,0.393,0.458,1.86,3.77,7.40,11.20,26.11
00:03:27,0.392,0.458,1.85,3.76,7.40,11.20,26.13
00:03:28,0.389,0.455,1.82,3.76,7.40,11.20,26.15
00:03:29,0.389,0.455,1.82,3.76,7.41,11.20,26.16
00:03:30,0.390,0.455,1.83,3.76,7.41,11.20,26.20
00:03:31,0.393,0.459,1.86,3.77,7.41,11.20,26.72
00:03:32,0.393,0.460,1.86,3.76,7.40,11.21,26.23
00:03:33,0.393,0.458,1.86,3.77,7.41,11.21,26.24
00:03:34,0.390,0.456,1.84,3.76,7.41,11.21,26.10
00:03:35,0.389,0.455,1.82,3.77,7.41,11.21,26.12
00:03:36,0.389,0.454,1.82,3.76,7.41,11.21,26.24
00:03:37,0.390,0.455,1.82,3.76,7.41,11.20,26.19
00:03:38,0.393,0.459,1.86,3.77,7.41,11.21,26.73
00:03:39,0.393,0.459,1.85,3.77,7.41,11.20,26.37
00:03:40,0.393,0.459,1.86,3.77,7.41,11.20,26.23
00:03:41,0.390,0.455,1.82,3.77,7.41,11.22,26.12
00:03:42,0.389,0.454,1.81,3.77,7.41,11.21,26.20
00:03:43,0.393,0.458,1.86,3.77,7.40,11.21,26.61
00:03:44,0.393,0.459,1.86,3.77,7.41,11.21,26.11
00:03:45,0.390,0.457,1.83,3.77,7.41,11.21,26.15
00:03:46,0.390,0.455,1.83,3.76,7.41,11.21,26.08
00:03:47,0.401,0.467,1.93,3.77,7.41,11.21,26.57
00:03:48,0.393,0.460,1.86,3.77,7.41,11.21,26.15
00:03:49,0.393,0.459,1.86,3.77,7.41,11.21,26.24
00:03:50,0.390,0.456,1.83,3.76,7.41,11.21,26.05
00:03:51,0.390,0.455,1.82,3.77,7.41,11.21,26.18
00:03:52,0.394,0.460,1.87,3.77,7.41,11.21,26.72
00:03:53,0.393,0.458,1.85,3.77,7.41,11.21,26.13
00:03:54,0.390,0.457,1.83,3.77,7.41,11.21,26.09
00:03:55,0.393,0.459,1.86,3.77,7.41,11.21,26.07
00:03:56,0.389,0.455,1.82,3.77,7.41,11.21,26.09
00:03:57,0.389,0.455,1.82,3.77,7.41,11.21,26.21
00:03:58,0.393,0.458,1.86,3.77,7.41,11.21,26.37
00:03:59,0.393,0.459,1.86,3.77,7.41,11.22,26.13
00:04:00,0.393,0.459,1.86,3.77,7.41,11.21,26.09
00:04:01,0.391,0.458,1.84,3.77,7.41,11.21,26.09
00:04:02,0.389,0.455,1.82,3.77,7.41,11.21,26.09
00:04:03,0.395,0.461,1.88,3.77,7.41,11.21,26.73
00:04:04,0.394,0.460,1.86,3.77,7.41,11.21,26.09
00:04:05,0.391,0.458,1.84,3.77,7.41,11.22,26.07
00:04:06,0.389,0.455,1.82,3.77,7.41,11.21,26.02
00:04:07,0.390,0.457,1.83,3.77,7.41,11.21,26.07
00:04:08,0.393,0.460,1.86,3.77,7.41,11.21,26.09
00:04:09,0.393,0.459,1.86,3.77,7.41,11.21,26.00
00:04:10,0.398,0.463,1.89,3.77,7.41,11.21,26.11
00:04:11,0.393,0.459,1.86,3.77,7.41,11.21,26.08
00:04:12,0.389,0.456,1.82,3.77,7.41,11.21,25.96
00:04:13,0.389,0.455,1.82,3.77,7.41,11.22,26.11
00:04:14,0.394,0.461,1.87,3.77,7.41,11.21,26.65
00:04:15,0.392,0.458,1.85,3.77,7.41,11.22,26.08
00:04:16,0.392,0.458,1.84,3.77,7.41,11.22,26.02
00:04:17,0.389,0.455,1.82,3.77,7.41,11.21,26.11
00:04:18,0.392,0.458,1.84,3.77,7.41,11.22,26.02
00:04:19,0.393,0.460,1.86,3.77,7.41,11.21,26.03
00:04:20,0.392,0.458,1.85,3.77,7.41,11.22,25.95
00:04:21,0.392,0.458,1.85,3.77,7.41,11.21,25.98
00:04:22,0.390,0.455,1.83,3.77,7.41,11.22,26.10
00:04:23,0.390,0.456,1.83,3.77,7.41,11.22,26.05
00:04:24,0.393,0.459,1.86,3.77,7.41,11.21,26.14
00:04:25,0.393,0.458,1.86,3.77,7.41,11.22,26.06
00:04:26,0.390,0.456,1.83,3.77,7.41,11.21,25.94
00:04:27,0.390,0.457,1.83,3.77,7.41,11.22,26.14
00:04:28,0.403,0.469,1.96,3.77,7.41,11.22,26.64
00:04:29,0.393,0.460,1.87,3.77,7.41,11.21,26.13
00:04:30,0.393,0.459,1.86,3.77,7.41,11.21,26.00
00:04:31,0.393,0.458,1.86,3.77,7.41,11.22,26.02
00:04:32,0.390,0.456,1.83,3.77,7.41,11.22,25.95
00:04:33,0.389,0.456,1.82,3.77,7.41,11.21,26.00
00:04:34,0.395,0.461,1.88,3.77,7.41,11.21,26.54
00:04:35,0.393,0.460,1.87,3.77,7.41,11.22,26.03
00:04:36,0.393,0.458,1.86,3.77,7.41,11.22,25.96
00:04:37,0.390,0.456,1.83,3.77,7.41,11.22,25.98
00:04:38,0.390,0.456,1.83,3.77,7.41,11.22,25.95
00:04:39,0.397,0.464,1.91,3.77,7.41,11.22,26.65
00:04:40,0.394,0.460,1.87,3.77,7.41,11.22,25.95
00:04:41,0.393,0.460,1.86,3.77,7.42,11.22,25.98
00:04:42,0.394,0.460,1.87,3.77,7.41,11.22,25.99
00:04:43,0.391,0.457,1.84,3.77,7.41,11.22,25.97
00:04:44,0.390,0.455,1.82,3.77,7.41,11.22,25.98
00:04:45,0.389,0.455,1.82,3.77,7.42,11.22,25.99
00:04:46,0.394,0.460,1.86,3.77,7.41,11.22,26.05
00:04:47,0.394,0.460,1.87,3.77,7.41,11.22,25.96
00:04:48,0.393,0.459,1.85,3.77,7.42,11.22,25.96
00:04:49,0.389,0.455,1.82,3.77,7.42,11.22,26.03
00:04:50,0.391,0.457,1.84,3.77,7.42,11.22,25.98
00:04:51,0.393,0.459,1.86,3.77,7.41,11.22,26.05
00:04:52,0.395,0.463,1.89,3.77,7.41,11.21,26.64
00:04:53,0.394,0.460,1.87,3.77,7.42,11.22,26.02
00:04:54,0.393,0.460,1.86,3.77,7.41,11.22,25.91
00:04:55,0.389,0.455,1.82,3.77,7.42,11.22,26.04
00:04:56,0.401,0.467,1.92,3.77,7.41,11.22,26.24
00:04:57,0.393,0.459,1.86,3.77,7.42,11.22,26.08
00:04:58,0.393,0.459,1.86,3.77,7.41,11.22,25.90
00:04:59,0.390,0.455,1.83,3.77,7.41,11.22,25.92
00:05:00,0.390,0.457,1.83,3.77,7.42,11.22,26.04
00:05:01,0.393,0.460,1.86,3.77,7.42,11.22,26.07
00:05:02,0.394,0.460,1.86,3.77,7.42,11.22,26.06
00:05:03,0.393,0.459,1.86,3.77,7.41,11.22,26.01
00:05:04,0.393,0.458,1.86,3.77,7.42,11.22,25.97
00:05:05,0.390,0.455,1.82,3.77,7.41,11.22,26.05
00:05:06,0.401,0.467,1.95,3.77,7.42,11.22,26.64
00:05:07,0.393,0.459,1.86,3.77,7.42,11.22,25.97
00:05:08,0.392,0.458,1.85,3.77,7.41,11.22,25.95
00:05:09,0.390,0.455,1.83,3.77,7.42,11.22,25.98
00:05:10,0.390,0.456,1.83,3.77,7.42,11.22,25.94
00:05:11,0.394,0.461,1.87,3.77,7.41,11.22,26.64
00:05:12,0.394,0.460,1.87,3.77,7.41,11.22,25.91
00:05:13,0.393,0.459,1.86,3.77,7.42,11.22,25.94
00:05:14,0.390,0.456,1.83,3.77,7.42,11.22,25.89
00:05:15,0.390,0.457,1.83,3.77,7.42,11.22,26.03
00:05:16,0.392,0.458,1.85,3.77,7.42,11.22,25.97
00:05:17,0.390,0.455,1.82,3.77,7.41,11.22,26.01
00:05:18,0.395,0.461,1.87,3.77,7.42,11.22,25.96
00:05:19,0.394,0.461,1.87,3.77,7.42,11.22,25.95
00:05:20,0.390,0.456,1.83,3.77,7.42,11.22,26.00
00:05:21,0.389,0.455,1.82,3.77,7.42,11.22,26.01
00:05:22,0.394,0.460,1.87,3.77,7.42,11.22,26.03
00:05:23,0.394,0.460,1.87,3.77,7.42,11.22,26.09
00:05:24,0.393,0.458,1.86,3.77,7.42,11.22,25.96
00:05:25,0.390,0.456,1.83,3.77,7.42,11.22,26.07
00:05:26,0.391,0.458,1.84,3.77,7.42,11.22,26.01
00:05:27,0.394,0.460,1.87,3.77,7.42,11.22,26.02
00:05:28,0.393,0.459,1.87,3.77,7.42,11.22,25.95
00:05:29,0.390,0.456,1.83,3.77,7.42,11.22,26.12
00:05:30,0.394,0.461,1.87,3.77,7.42,11.22,26.09
00:05:31,0.394,0.460,1.87,3.77,7.42,11.23,26.13
00:05:32,0.390,0.456,1.83,3.77,7.42,11.22,25.95
00:05:33,0.390,0.456,1.83,3.77,7.42,11.22,26.02
00:05:34,0.393,0.458,1.85,3.77,7.42,11.22,26.00
00:05:35,0.390,0.456,1.83,3.77,7.42,11.22,26.14
00:05:36,0.394,0.461,1.87,3.77,7.42,11.22,26.09
00:05:37,0.391,0.457,1.84,3.77,7.42,11.22,25.97
00:05:38,0.390,0.457,1.84,3.77,7.42,11.22,26.02
00:05:39,0.395,0.461,1.88,3.77,7.42,11.23,26.60
00:05:40,0.395,0.461,1.88,3.77,7.42,11.22,25.96
00:05:41,0.391,0.458,1.84,3.77,7.42,11.22,26.00
00:05:42,0.392,0.458,1.85,3.77,7.42,11.22,26.01
00:05:43,0.397,0.463,1.90,3.77,7.42,11.23,26.66
00:05:44,0.394,0.460,1.87,3.77,7.42,11.22,26.00
00:05:45,0.394,0.460,1.87,3.77,7.42,11.23,25.99
00:05:46,0.390,0.456,1.83,3.77,7.42,11.22,25.92
00:05:47,0.390,0.457,1.83,3.77,7.42,11.22,25.91
00:05:48,0.395,0.460,1.87,3.77,7.42,11.22,25.90
00:05:49,0.393,0.458,1.85,3.77,7.42,11.22,25.93
00:05:50,0.390,0.456,1.83,3.77,7.42,11.22,25.92
00:05:51,0.393,0.459,1.85,3.77,7.42,11.23,25.94
00:05:52,0.394,0.460,1.87,3.77,7.42,11.22,26.07
00:05:53,0.394,0.460,1.87,3.77,7.42,11.22,25.87
00:05:54,0.391,0.458,1.84,3.77,7.42,11.22,25.95
00:05:55,0.390,0.456,1.83,3.77,7.42,11.22,25.85
00:05:56,0.393,0.459,1.86,3.77,7.42,11.23,25.96
00:05:57,0.395,0.461,1.87,3.77,7.42,11.22,26.04
00:05:58,0.394,0.461,1.87,3.77,7.42,11.22,25.91
00:05:59,0.390,0.456,1.83,3.77,7.42,11.23,25.87
00:06:00,0.391,0.458,1.84,3.77,7.42,11.23,25.92
00:06:01,0.394,0.460,1.87,3.77,7.42,11.23,26.48
00:06:02,0.395,0.461,1.88,3.77,7.42,11.23,25.96
00:06:03,0.393,0.460,1.86,3.77,7.42,11.22,25.95
00:06:04,0.391,0.457,1.84,3.77,7.42,11.22,25.91
00:06:05,0.390,0.456,1.83,3.77,7.42,11.23,25.95
00:06:06,0.393,0.459,1.86,3.77,7.42,11.23,25.93
00:06:07,0.395,0.461,1.87,3.77,7.42,11.22,26.42
00:06:08,0.395,0.461,1.88,3.77,7.42,11.23,25.88
00:06:09,0.392,0.458,1.85,3.77,7.42,11.23,25.91
00:06:10,0.391,0.457,1.84,3.77,7.42,11.23,26.01
00:06:11,0.394,0.460,1.87,3.77,7.42,11.22,26.26
00:06:12,0.395,0.461,1.88,3.77,7.42,11.23,25.98
00:06:13,0.392,0.458,1.85,3.77,7.42,11.23,25.92
00:06:14,0.391,0.457,1.84,3.77,7.42,11.23,25.92
00:06:15,0.401,0.467,1.92,3.77,7.42,11.23,26.21
00:06:16,0.396,0.462,1.89,3.77,7.42,11.22,26.52
00:06:17,0.395,0.461,1.88,3.77,7.43,11.24,26.02
00:06:18,0.393,0.460,1.86,3.77,7.42,11.23,25.95
00:06:19,0.390,0.456,1.83,3.77,7.42,11.23,25.97
00:06:20,0.393,0.459,1.85,3.77,7.42,11.23,25.95
00:06:21,0.395,0.461,1.88,3.77,7.42,11.22,26.39
00:06:22,0.395,0.461,1.88,3.78,7.42,11.23,25.88
00:06:23,0.390,0.456,1.83,3.77,7.42,11.23,25.97
00:06:24,0.392,0.458,1.85,3.77,7.42,11.23,26.01
00:06:25,0.394,0.461,1.87,3.77,7.42,11.22,26.42
00:06:26,0.403,0.469,1.96,3.78,7.42,11.23,26.59
00:06:27,0.395,0.461,1.88,3.78,7.42,11.23,26.08
00:06:28,0.392,0.458,1.85,3.77,7.42,11.23,25.84
00:06:29,0.391,0.457,1.83,3.77,7.42,11.23,25.95
00:06:30,0.405,0.470,1.97,3.78,7.43,11.23,26.50
00:06:31,0.395,0.461,1.87,3.77,7.42,11.23,25.92
00:06:32,0.394,0.460,1.87,3.77,7.42,11.24,25.89
00:06:33,0.390,0.457,1.83,3.77,7.43,11.23,25.89
00:06:34,0.392,0.458,1.84,3.77,7.42,11.22,25.83
00:06:35,0.395,0.461,1.87,3.78,7.43,11.23,26.04
00:06:36,0.395,0.461,1.88,3.78,7.43,11.23,25.85
00:06:37,0.390,0.457,1.84,3.77,7.42,11.24,25.95
00:06:38,0.392,0.458,1.85,3.77,7.42,11.24,25.94
00:06:39,0.395,0.461,1.88,3.78,7.42,11.24,25.99
00:06:40,0.393,0.460,1.87,3.77,7.42,11.23,25.80
00:06:41,0.392,0.457,1.85,3.77,7.42,11.23,25.85
00:06:42,0.393,0.458,1.85,3.78,7.42,11.23,25.97
00:06:43,0.405,0.470,1.97,3.78,7.43,11.24,26.51
00:06:44,0.395,0.462,1.88,3.78,7.43,11.23,25.96
00:06:45,0.393,0.459,1.85,3.77,7.42,11.23,25.85
00:06:46,0.392,0.458,1.85,3.77,7.42,11.23,25.87
00:06:47,0.391,0.458,1.84,3.78,7.43,11.24,25.95
