TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(V),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:19:52,0.419,0.484,2.10,3.83,7.49,11.35,27.00
00:19:53,0.409,0.474,2.01,3.82,7.50,11.36,26.37
00:19:54,0.409,0.475,2.01,3.82,7.50,11.35,26.40
00:19:55,0.407,0.472,1.99,3.82,7.50,11.35,26.39
00:19:56,0.410,0.475,2.02,3.82,7.49,11.35,26.33
00:19:57,0.411,0.477,2.03,3.82,7.50,11.35,26.34
00:19:58,0.413,0.478,2.04,3.82,7.49,11.35,26.48
00:19:59,0.411,0.476,2.03,3.82,7.49,11.35,26.75
00:20:00,0.409,0.475,2.01,3.82,7.49,11.35,26.44
00:20:01,0.410,0.475,2.02,3.82,7.50,11.35,26.35
00:20:02,0.412,0.478,2.04,3.82,7.49,11.35,26.37
00:20:03,0.408,0.473,2.00,3.82,7.50,11.36,26.40
00:20:04,0.409,0.474,2.01,3.82,7.50,11.35,26.35
00:20:05,0.411,0.476,2.03,3.82,7.50,11.35,26.32
00:20:06,0.412,0.478,2.04,3.82,7.50,11.35,26.48
00:20:07,0.412,0.477,2.04,3.82,7.49,11.35,26.45
00:20:08,0.422,0.487,2.13,3.83,7.50,11.36,27.01
00:20:09,0.409,0.475,2.01,3.82,7.50,11.35,26.42
00:20:10,0.409,0.474,2.01,3.82,7.50,11.35,26.40
00:20:11,0.408,0.473,2.00,3.82,7.50,11.35,26.34
00:20:12,0.412,0.477,2.04,3.82,7.50,11.35,26.33
00:20:13,0.413,0.478,2.04,3.82,7.49,11.35,26.44
00:20:14,0.423,0.489,2.14,3.83,7.50,11.35,27.00
00:20:15,0.408,0.473,2.00,3.83,7.50,11.36,26.44
00:20:16,0.409,0.475,2.01,3.82,7.50,11.35,26.42
00:20:17,0.408,0.473,2.00,3.82,7.50,11.35,26.30
00:20:18,0.410,0.475,2.02,3.82,7.50,11.35,26.36
00:20:19,0.411,0.476,2.03,3.83,7.50,11.35,26.37
00:20:20,0.413,0.478,2.04,3.82,7.50,11.35,26.40
00:20:21,0.412,0.477,2.04,3.83,7.50,11.35,26.40
00:20:22,0.410,0.475,2.02,3.82,7.49,11.35,26.44
00:20:23,0.409,0.474,2.00,3.82,7.50,11.36,26.41
00:20:24,0.409,0.475,2.01,3.83,7.50,11.35,26.33
00:20:25,0.409,0.474,2.01,3.82,7.49,11.35,26.43
00:20:26,0.409,0.475,2.01,3.82,7.50,11.36,26.42
00:20:27,0.409,0.474,2.00,3.82,7.50,11.36,26.43
00:20:28,0.409,0.474,2.01,3.83,7.50,11.36,26.38
00:20:29,0.407,0.472,1.99,3.82,7.50,11.35,26.42
00:20:30,0.409,0.474,2.00,3.82,7.50,11.36,26.34
00:20:31,0.409,0.474,2.00,3.83,7.50,11.36,26.30
00:20:32,0.409,0.475,2.01,3.82,7.50,11.36,26.34
00:20:33,0.409,0.475,2.01,3.82,7.50,11.35,26.38
00:20:34,0.410,0.475,2.02,3.82,7.50,11.35,26.28
00:20:35,0.411,0.477,2.03,3.83,7.50,11.35,26.36
00:20:36,0.411,0.477,2.03,3.83,7.50,11.36,26.35
00:20:37,0.412,0.478,2.04,3.83,7.50,11.35,26.33
00:20:38,0.413,0.478,2.05,3.83,7.50,11.35,26.33
00:20:39,0.413,0.478,2.04,3.83,7.50,11.36,26.52
00:20:40,0.413,0.478,2.04,3.83,7.50,11.36,26.39
00:20:41,0.413,0.478,2.05,3.83,7.50,11.36,26.47
00:20:42,0.413,0.478,2.05,3.83,7.50,11.36,26.45
00:20:43,0.411,0.477,2.02,3.83,7.50,11.36,26.47
00:20:44,0.411,0.476,2.02,3.83,7.50,11.35,26.35
00:20:45,0.410,0.475,2.02,3.83,7.50,11.36,26.45
00:20:46,0.410,0.475,2.02,3.83,7.50,11.36,26.49
00:20:47,0.409,0.474,2.01,3.83,7.50,11.35,26.40
00:20:48,0.410,0.475,2.01,3.82,7.50,11.36,26.36
00:20:49,0.409,0.475,2.01,3.83,7.50,11.36,26.46
00:20:50,0.409,0.475,2.01,3.83,7.50,11.36,26.43
00:20:51,0.409,0.473,2.00,3.83,7.50,11.36,26.48
00:20:52,0.410,0.475,2.01,3.83,7.50,11.36,26.49
00:20:53,0.416,0.482,2.08,3.83,7.50,11.36,27.08
00:20:54,0.414,0.479,2.05,3.83,7.50,11.36,26.44
00:20:55,0.413,0.478,2.04,3.83,7.50,11.36,26.51
00:20:56,0.413,0.478,2.05,3.83,7.50,11.36,26.52
00:20:57,0.413,0.478,2.04,3.83,7.50,11.36,26.55
00:20:58,0.414,0.479,2.05,3.83,7.50,11.36,26.46
00:20:59,0.414,0.478,2.05,3.83,7.50,11.36,26.50
00:21:00,0.414,0.479,2.05,3.83,7.50,11.36,26.49
00:21:01,0.413,0.478,2.05,3.83,7.50,11.36,26.45
00:21:02,0.413,0.478,2.05,3.83,7.50,11.36,26.42
00:21:03,0.413,0.478,2.05,3.83,7.50,11.36,26.53
00:21:04,0.418,0.484,2.10,3.83,7.50,11.37,27.07
00:21:05,0.419,0.484,2.10,3.83,7.50,11.36,27.10
00:21:06,0.417,0.483,2.09,3.83,7.50,11.36,27.08
00:21:07,0.415,0.480,2.06,3.83,7.50,11.37,27.10
00:21:08,0.413,0.478,2.05,3.83,7.50,11.36,26.85
00:21:09,0.412,0.478,2.04,3.83,7.50,11.36,26.74
00:21:10,0.414,0.478,2.05,3.83,7.50,11.36,26.53
00:21:11,0.414,0.478,2.05,3.83,7.50,11.37,26.59
00:21:12,0.414,0.479,2.05,3.83,7.50,11.36,26.55
00:21:13,0.414,0.478,2.05,3.83,7.50,11.36,26.48
00:21:14,0.424,0.489,2.12,3.83,7.50,11.37,26.81
00:21:15,0.426,0.491,2.15,3.83,7.50,11.37,27.04
00:21:16,0.424,0.490,2.15,3.83,7.50,11.36,27.07
00:21:17,0.424,0.490,2.14,3.83,7.50,11.36,27.09
00:21:18,0.425,0.490,2.15,3.83,7.50,11.36,27.00
00:21:19,0.424,0.488,2.12,3.83,7.50,11.37,26.95
00:21:20,0.427,0.492,2.16,3.83,7.50,11.37,26.92
00:21:21,0.424,0.490,2.15,3.83,7.50,11.36,27.08
00:21:22,0.422,0.488,2.13,3.83,7.50,11.36,27.10
00:21:23,0.420,0.485,2.11,3.83,7.50,11.36,27.11
00:21:24,0.422,0.487,2.13,3.83,7.50,11.37,27.08
00:21:25,0.414,0.478,2.05,3.83,7.50,11.36,26.49
00:21:26,0.414,0.479,2.05,3.83,7.50,11.36,26.44
00:21:27,0.414,0.478,2.05,3.83,7.50,11.36,26.55
00:21:28,0.414,0.480,2.05,3.83,7.50,11.36,26.44
00:21:29,0.414,0.479,2.05,3.83,7.50,11.36,26.47
00:21:30,0.414,0.478,2.05,3.83,7.50,11.36,26.51
00:21:31,0.413,0.478,2.05,3.83,7.50,11.36,26.56
00:21:32,0.414,0.479,2.06,3.83,7.50,11.36,26.43
00:21:33,0.414,0.478,2.05,3.83,7.50,11.36,26.58
00:21:34,0.414,0.478,2.05,3.83,7.51,11.37,26.54
00:21:35,0.414,0.478,2.05,3.83,7.50,11.36,26.74
00:21:36,0.414,0.478,2.05,3.83,7.51,11.37,26.67
00:21:37,0.414,0.478,2.05,3.83,7.50,11.37,26.63
00:21:38,0.414,0.480,2.05,3.83,7.50,11.37,26.59
00:21:39,0.414,0.478,2.05,3.83,7.50,11.37,26.68
00:21:40,0.414,0.479,2.05,3.83,7.50,11.37,26.57
00:21:41,0.414,0.479,2.05,3.83,7.50,11.37,26.60
00:21:42,0.414,0.479,2.05,3.83,7.50,11.37,26.58
00:21:43,0.414,0.479,2.05,3.83,7.50,11.37,26.57
00:21:44,0.414,0.479,2.06,3.83,7.50,11.37,26.44
00:21:45,0.414,0.478,2.05,3.83,7.50,11.37,26.54
00:21:46,0.422,0.487,2.11,3.83,7.51,11.37,26.74
00:21:47,0.425,0.490,2.15,3.83,7.51,11.37,27.09
00:21:48,0.422,0.488,2.13,3.83,7.51,11.37,27.07
00:21:49,0.414,0.478,2.05,3.83,7.51,11.37,26.87
00:21:50,0.414,0.480,2.06,3.83,7.50,11.37,26.57
00:21:51,0.414,0.479,2.05,3.83,7.50,11.37,26.55
00:21:52,0.414,0.480,2.06,3.83,7.51,11.37,26.50
00:21:53,0.414,0.478,2.05,3.83,7.51,11.37,26.55
00:21:54,0.414,0.479,2.06,3.83,7.50,11.37,26.53
00:21:55,0.414,0.478,2.05,3.83,7.51,11.38,26.54
00:21:56,0.415,0.480,2.06,3.83,7.51,11.37,27.00
00:21:57,0.414,0.478,2.05,3.83,7.51,11.37,26.70
00:21:58,0.414,0.479,2.06,3.83,7.51,11.37,26.62
00:21:59,0.414,0.479,2.05,3.83,7.51,11.37,26.70
00:22:00,0.415,0.480,2.06,3.83,7.50,11.37,26.65
00:22:01,0.414,0.480,2.06,3.83,7.51,11.37,26.60
00:22:02,0.414,0.479,2.06,3.83,7.51,11.37,26.62
00:22:03,0.414,0.480,2.06,3.83,7.51,11.37,26.61
00:22:04,0.415,0.481,2.07,3.83,7.50,11.37,26.49
00:22:05,0.414,0.479,2.06,3.83,7.50,11.37,26.51
00:22:06,0.414,0.480,2.06,3.83,7.51,11.37,26.53
00:22:07,0.415,0.481,2.06,3.83,7.50,11.37,26.51
00:22:08,0.417,0.481,2.07,3.83,7.51,11.37,26.45
00:22:09,0.416,0.481,2.06,3.83,7.51,11.38,26.57
00:22:10,0.418,0.482,2.07,3.83,7.51,11.38,26.55
00:22:11,0.423,0.489,2.12,3.83,7.51,11.37,26.79
00:22:12,0.423,0.487,2.12,3.83,7.51,11.37,26.68
00:22:13,0.426,0.491,2.15,3.83,7.51,11.37,26.94
00:22:14,0.426,0.492,2.16,3.83,7.51,11.37,27.06
00:22:15,0.422,0.487,2.14,3.83,7.50,11.36,27.09
00:22:16,0.416,0.481,2.07,3.83,7.51,11.38,27.02
00:22:17,0.414,0.479,2.05,3.83,7.51,11.37,26.46
00:22:18,0.411,0.476,2.03,3.83,7.51,11.37,26.35
00:22:19,0.411,0.476,2.03,3.83,7.50,11.37,26.38
00:22:20,0.411,0.476,2.03,3.83,7.50,11.37,26.40
00:22:21,0.410,0.475,2.02,3.83,7.51,11.37,26.37
00:22:22,0.411,0.477,2.03,3.83,7.51,11.37,26.37
00:22:23,0.410,0.475,2.02,3.83,7.51,11.38,26.42
00:22:24,0.411,0.476,2.02,3.83,7.51,11.37,26.40
00:22:25,0.411,0.476,2.02,3.83,7.51,11.37,26.40
00:22:26,0.411,0.476,2.02,3.83,7.50,11.37,26.44
00:22:27,0.411,0.476,2.03,3.83,7.51,11.38,26.33
00:22:28,0.411,0.477,2.03,3.83,7.51,11.37,26.34
00:22:29,0.411,0.475,2.02,3.83,7.51,11.37,26.39
00:22:30,0.411,0.476,2.03,3.83,7.51,11.37,26.28
00:22:31,0.410,0.475,2.02,3.83,7.51,11.37,26.31
00:22:32,0.411,0.476,2.03,3.83,7.50,11.37,26.35
00:22:33,0.411,0.477,2.03,3.83,7.51,11.38,26.32
00:22:34,0.411,0.477,2.03,3.83,7.51,11.38,26.28
00:22:35,0.411,0.476,2.02,3.83,7.51,11.37,26.37
00:22:36,0.411,0.476,2.03,3.83,7.51,11.38,26.34
00:22:37,0.411,0.476,2.03,3.83,7.51,11.38,26.32
00:22:38,0.414,0.478,2.05,3.83,7.51,11.37,26.27
00:22:39,0.414,0.478,2.05,3.83,7.51,11.38,26.31
00:22:40,0.414,0.478,2.05,3.83,7.51,11.38,26.34
00:22:41,0.413,0.478,2.05,3.83,7.51,11.38,26.36
00:22:42,0.414,0.478,2.05,3.83,7.51,11.38,26.28
00:22:43,0.414,0.479,2.05,3.83,7.51,11.37,26.37
00:22:44,0.414,0.479,2.05,3.83,7.51,11.37,26.34
00:22:45,0.413,0.478,2.04,3.83,7.51,11.38,26.45
00:22:46,0.412,0.478,2.04,3.83,7.51,11.38,26.42
00:22:47,0.414,0.479,2.05,3.83,7.51,11.38,26.38
00:22:48,0.411,0.476,2.03,3.83,7.51,11.38,26.44
00:22:49,0.411,0.476,2.03,3.83,7.51,11.38,26.43
00:22:50,0.411,0.477,2.03,3.83,7.51,11.38,26.42
00:22:51,0.411,0.475,2.02,3.83,7.51,11.37,26.46
00:22:52,0.411,0.477,2.03,3.83,7.51,11.38,26.38
00:22:53,0.411,0.476,2.03,3.83,7.51,11.37,26.41
00:22:54,0.411,0.477,2.03,3.83,7.51,11.38,26.42
00:22:55,0.411,0.476,2.02,3.83,7.51,11.38,26.39
00:22:56,0.412,0.477,2.03,3.83,7.51,11.38,26.35
00:22:57,0.411,0.475,2.02,3.83,7.51,11.37,26.42
00:22:58,0.412,0.478,2.04,3.83,7.51,11.38,26.38
00:22:59,0.413,0.478,2.04,3.83,7.51,11.38,26.30
00:23:00,0.414,0.480,2.06,3.83,7.51,11.38,26.22
00:23:01,0.414,0.480,2.06,3.83,7.51,11.37,26.26
00:23:02,0.415,0.480,2.06,3.83,7.51,11.38,26.33
00:23:03,0.416,0.480,2.07,3.83,7.51,11.38,26.41
00:23:04,0.416,0.481,2.07,3.83,7.51,11.38,26.31
00:23:05,0.415,0.480,2.07,3.83,7.51,11.38,26.42
00:23:06,0.416,0.481,2.07,3.83,7.51,11.38,26.39
00:23:07,0.415,0.480,2.06,3.83,7.51,11.38,26.45
00:23:08,0.416,0.481,2.07,3.83,7.51,11.38,26.57
00:23:09,0.411,0.476,2.03,3.83,7.51,11.38,26.41
00:23:10,0.413,0.478,2.04,3.83,7.51,11.38,26.40
00:23:11,0.411,0.476,2.03,3.83,7.51,11.38,26.43
00:23:12,0.411,0.476,2.02,3.83,7.51,11.38,26.38
00:23:13,0.411,0.476,2.02,3.83,7.51,11.38,26.40
00:23:14,0.412,0.478,2.04,3.83,7.51,11.38,26.30
00:23:15,0.412,0.478,2.04,3.83,7.51,11.38,26.35
00:23:16,0.414,0.478,2.05,3.83,7.51,11.38,26.38
00:23:17,0.414,0.480,2.05,3.83,7.51,11.38,26.36
00:23:18,0.416,0.481,2.07,3.83,7.51,11.38,26.36
00:23:19,0.415,0.481,2.06,3.83,7.51,11.38,26.54
00:23:20,0.416,0.481,2.07,3.83,7.51,11.38,26.82
00:23:21,0.423,0.489,2.14,3.83,7.51,11.38,27.05
00:23:22,0.426,0.491,2.14,3.83,7.51,11.38,26.77
00:23:23,0.413,0.478,2.04,3.83,7.51,11.38,26.51
00:23:24,0.414,0.479,2.05,3.83,7.51,11.38,26.39
00:23:25,0.413,0.478,2.04,3.83,7.51,11.38,26.43
00:23:26,0.412,0.478,2.04,3.83,7.51,11.38,26.51
00:23:27,0.411,0.477,2.03,3.83,7.51,11.38,26.48
00:23:28,0.412,0.478,2.04,3.83,7.51,11.38,26.42
00:23:29,0.411,0.476,2.03,3.83,7.51,11.38,26.56
00:23:30,0.413,0.478,2.05,3.83,7.51,11.38,26.36
00:23:31,0.413,0.478,2.05,3.83,7.51,11.38,26.45
00:23:32,0.414,0.478,2.05,3.83,7.51,11.38,26.42
00:23:33,0.414,0.479,2.05,3.83,7.51,11.38,26.40
00:23:34,0.414,0.479,2.06,3.83,7.51,11.38,26.40
00:23:35,0.414,0.479,2.05,3.83,7.51,11.38,26.44
00:23:36,0.414,0.480,2.05,3.83,7.51,11.38,26.34
00:23:37,0.414,0.479,2.05,3.83,7.51,11.38,26.36
00:23:38,0.414,0.480,2.06,3.83,7.51,11.38,26.39
00:23:39,0.414,0.479,2.05,3.83,7.51,11.38,26.41
00:23:40,0.414,0.479,2.06,3.83,7.51,11.38,26.31
00:23:41,0.412,0.477,2.04,3.83,7.51,11.38,26.35
00:23:42,0.412,0.477,2.04,3.83,7.51,11.38,26.36
00:23:43,0.412,0.478,2.04,3.83,7.51,11.38,26.41
00:23:44,0.414,0.480,2.06,3.83,7.51,11.38,26.37
00:23:45,0.415,0.481,2.07,3.83,7.51,11.38,26.36
00:23:46,0.416,0.481,2.07,3.83,7.51,11.38,26.36
00:23:47,0.416,0.481,2.06,3.83,7.51,11.38,26.51
00:23:48,0.427,0.492,2.15,3.84,7.51,11.38,26.82
00:23:49,0.414,0.478,2.04,3.83,7.51,11.39,26.49
00:23:50,0.412,0.477,2.04,3.83,7.51,11.38,26.42
00:23:51,0.415,0.481,2.06,3.83,7.51,11.38,26.43
00:23:52,0.416,0.482,2.08,3.84,7.51,11.39,26.36
00:23:53,0.416,0.481,2.08,3.84,7.51,11.38,26.48
00:23:54,0.417,0.482,2.08,3.83,7.51,11.38,26.94
00:23:55,0.419,0.484,2.09,3.84,7.51,11.38,26.51
00:23:56,0.412,0.478,2.04,3.83,7.51,11.38,26.49
00:23:57,0.412,0.478,2.04,3.83,7.51,11.39,26.46
00:23:58,0.413,0.478,2.04,3.83,7.51,11.38,26.32
00:23:59,0.414,0.478,2.05,3.83,7.51,11.38,26.43
00:24:00,0.416,0.481,2.07,3.83,7.51,11.38,26.37
00:24:01,0.415,0.480,2.05,3.84,7.51,11.39,26.42
00:24:02,0.412,0.478,2.04,3.83,7.51,11.38,26.41
00:24:03,0.411,0.477,2.03,3.83,7.51,11.38,26.50
00:24:04,0.413,0.478,2.04,3.83,7.51,11.38,26.34
00:24:05,0.414,0.480,2.06,3.83,7.51,11.38,26.41
00:24:06,0.414,0.478,2.04,3.84,7.51,11.38,26.45
00:24:07,0.412,0.477,2.04,3.83,7.51,11.38,26.50
00:24:08,0.413,0.478,2.04,3.83,7.51,11.39,26.38
00:24:09,0.414,0.479,2.06,3.83,7.51,11.38,26.34
00:24:10,0.416,0.481,2.07,3.84,7.51,11.38,26.37
00:24:11,0.416,0.481,2.07,3.84,7.51,11.38,26.52
00:24:12,0.414,0.479,2.05,3.84,7.51,11.38,26.44
00:24:13,0.412,0.478,2.04,3.84,7.51,11.38,26.45
00:24:14,0.413,0.478,2.04,3.84,7.51,11.38,26.40
00:24:15,0.414,0.478,2.05,3.83,7.51,11.38,26.40
00:24:16,0.416,0.481,2.08,3.84,7.51,11.38,26.42
00:24:17,0.416,0.481,2.07,3.84,7.51,11.38,26.49
00:24:18,0.419,0.485,2.11,3.84,7.51,11.38,27.06
00:24:19,0.413,0.478,2.04,3.83,7.51,11.38,26.48
00:24:20,0.414,0.478,2.05,3.84,7.51,11.38,26.48
00:24:21,0.412,0.477,2.04,3.83,7.51,11.38,26.37
00:24:22,0.417,0.482,2.08,3.84,7.51,11.38,26.41
00:24:23,0.422,0.487,2.12,3.84,7.51,11.39,27.06
00:24:24,0.414,0.480,2.06,3.84,7.51,11.39,26.38
00:24:25,0.414,0.478,2.04,3.83,7.51,11.38,26.46
00:24:26,0.414,0.478,2.05,3.83,7.51,11.38,26.43
00:24:27,0.414,0.479,2.05,3.84,7.51,11.38,26.42
00:24:28,0.416,0.480,2.06,3.84,7.51,11.38,26.34
00:24:29,0.416,0.481,2.07,3.84,7.51,11.39,26.48
00:24:30,0.417,0.483,2.08,3.84,7.51,11.38,26.52
00:24:31,0.417,0.481,2.07,3.84,7.51,11.39,26.49
00:24:32,0.414,0.479,2.05,3.84,7.51,11.38,26.39
00:24:33,0.416,0.481,2.07,3.84,7.51,11.38,26.40
00:24:34,0.417,0.482,2.08,3.84,7.52,11.39,26.36
00:24:35,0.418,0.484,2.09,3.84,7.51,11.39,26.92
00:24:36,0.414,0.479,2.05,3.84,7.52,11.38,26.29
00:24:37,0.413,0.478,2.04,3.84,7.51,11.38,26.39
00:24:38,0.414,0.479,2.05,3.84,7.51,11.39,26.31
00:24:39,0.415,0.481,2.06,3.84,7.52,11.39,26.27
00:24:40,0.417,0.482,2.08,3.84,7.51,11.38,26.36
00:24:41,0.416,0.481,2.07,3.84,7.51,11.39,26.56
00:24:42,0.416,0.481,2.07,3.84,7.51,11.39,26.32
00:24:43,0.416,0.481,2.07,3.84,7.52,11.39,26.26
00:24:44,0.418,0.483,2.09,3.84,7.51,11.39,26.35
00:24:45,0.417,0.483,2.08,3.84,7.52,11.39,26.51
00:24:46,0.416,0.481,2.07,3.84,7.52,11.39,26.34
00:24:47,0.414,0.478,2.05,3.84,7.52,11.39,26.41
00:24:48,0.414,0.479,2.06,3.84,7.51,11.39,26.22
00:24:49,0.416,0.481,2.07,3.84,7.52,11.39,26.23
00:24:50,0.418,0.482,2.09,3.84,7.52,11.39,26.36
00:24:51,0.424,0.489,2.14,3.84,7.52,11.39,26.95
00:24:52,0.414,0.479,2.05,3.84,7.52,11.39,26.34
00:24:53,0.414,0.478,2.05,3.84,7.52,11.39,26.33
00:24:54,0.417,0.482,2.08,3.84,7.52,11.39,26.34
00:24:55,0.420,0.486,2.11,3.84,7.52,11.40,26.95
00:24:56,0.414,0.479,2.06,3.84,7.52,11.39,26.35
00:24:57,0.414,0.478,2.05,3.84,7.52,11.39,26.33
00:24:58,0.415,0.480,2.06,3.84,7.52,11.40,26.28
00:24:59,0.416,0.481,2.07,3.84,7.52,11.39,26.33
00:25:00,0.418,0.484,2.09,3.84,7.52,11.39,26.36
00:25:01,0.419,0.484,2.10,3.84,7.52,11.40,26.94
00:25:02,0.414,0.479,2.05,3.84,7.52,11.39,26.39
00:25:03,0.413,0.478,2.04,3.84,7.52,11.39,26.35
00:25:04,0.414,0.478,2.05,3.84,7.52,11.39,26.36
00:25:05,0.414,0.478,2.04,3.84,7.52,11.40,26.44
00:25:06,0.414,0.480,2.06,3.84,7.52,11.39,26.31
00:25:07,0.418,0.483,2.09,3.84,7.52,11.39,26.27
00:25:08,0.419,0.484,2.09,3.84,7.52,11.39,26.31
00:25:09,0.420,0.485,2.10,3.84,7.52,11.40,26.99
00:25:10,0.415,0.481,2.06,3.84,7.52,11.40,26.40
00:25:11,0.413,0.478,2.04,3.84,7.52,11.40,26.43
00:25:12,0.415,0.481,2.06,3.84,7.52,11.39,26.25
00:25:13,0.417,0.482,2.08,3.84,7.52,11.39,26.27
00:25:14,0.418,0.483,2.09,3.84,7.52,11.39,26.36
00:25:15,0.415,0.481,2.06,3.84,7.52,11.40,26.34
00:25:16,0.414,0.481,2.06,3.84,7.52,11.39,26.29
00:25:17,0.416,0.481,2.07,3.84,7.52,11.40,26.34
00:25:18,0.418,0.484,2.09,3.84,7.52,11.40,26.39
00:25:19,0.418,0.484,2.09,3.84,7.52,11.40,26.37
00:25:20,0.421,0.486,2.12,3.84,7.52,11.40,26.99
00:25:21,0.416,0.481,2.06,3.84,7.52,11.40,26.37
00:25:22,0.414,0.478,2.05,3.84,7.52,11.40,26.41
00:25:23,0.414,0.479,2.05,3.84,7.52,11.40,26.36
00:25:24,0.417,0.481,2.08,3.84,7.52,11.39,26.28
00:25:25,0.427,0.491,2.15,3.84,7.52,11.40,26.56
00:25:26,0.418,0.483,2.08,3.84,7.52,11.40,26.45
00:25:27,0.418,0.484,2.09,3.84,7.52,11.40,26.39
00:25:28,0.430,0.495,2.19,3.84,7.52,11.40,26.91
00:25:29,0.414,0.478,2.06,3.84,7.52,11.40,26.34
00:25:30,0.414,0.479,2.06,3.84,7.51,11.39,26.36
00:25:31,0.415,0.480,2.06,3.84,7.52,11.39,26.37
00:25:32,0.417,0.482,2.08,3.84,7.52,11.40,26.36
00:25:33,0.419,0.485,2.10,3.84,7.52,11.40,26.36
00:25:34,0.419,0.484,2.09,3.84,7.52,11.40,26.55
00:25:35,0.426,0.490,2.14,3.84,7.52,11.40,26.47
00:25:36,0.416,0.482,2.08,3.84,7.52,11.40,26.27
00:25:37,0.418,0.483,2.09,3.84,7.52,11.40,26.25
00:25:38,0.419,0.484,2.09,3.84,7.52,11.40,26.43
00:25:39,0.420,0.485,2.11,3.84,7.52,11.39,26.95
00:25:40,0.415,0.480,2.06,3.84,7.52,11.40,26.40
00:25:41,0.414,0.479,2.06,3.84,7.52,11.39,26.40
00:25:42,0.415,0.480,2.06,3.84,7.52,11.40,26.27
00:25:43,0.417,0.482,2.08,3.84,7.52,11.40,26.34
00:25:44,0.419,0.484,2.10,3.84,7.52,11.40,26.43
00:25:45,0.419,0.484,2.09,3.84,7.52,11.40,26.74
00:25:46,0.415,0.481,2.07,3.84,7.52,11.40,26.28
00:25:47,0.417,0.483,2.08,3.84,7.52,11.40,26.32
00:25:48,0.419,0.484,2.10,3.84,7.52,11.40,26.30
00:25:49,0.424,0.489,2.15,3.84,7.52,11.40,26.94
00:25:50,0.416,0.481,2.07,3.84,7.52,11.40,26.28
00:25:51,0.414,0.479,2.05,3.84,7.52,11.40,26.35
00:25:52,0.416,0.482,2.08,3.84,7.52,11.40,26.31
00:25:53,0.419,0.484,2.10,3.84,7.52,11.40,26.39
00:25:54,0.419,0.485,2.10,3.84,7.52,11.40,26.35
00:25:55,0.422,0.487,2.11,3.84,7.53,11.40,26.32
00:25:56,0.416,0.481,2.07,3.84,7.52,11.40,26.25
00:25:57,0.416,0.481,2.07,3.84,7.52,11.40,26.28
00:25:58,0.418,0.484,2.09,3.84,7.52,11.40,26.31
00:25:59,0.419,0.484,2.09,3.84,7.52,11.40,26.36
00:26:00,0.419,0.484,2.10,3.84,7.52,11.40,26.36
00:26:01,0.419,0.484,2.10,3.84,7.53,11.40,26.34
00:26:02,0.420,0.484,2.10,3.84,7.52,11.40,26.43
00:26:03,0.426,0.492,2.16,3.84,7.53,11.40,26.99
00:26:04,0.421,0.485,2.10,3.84,7.52,11.40,26.42
00:26:05,0.416,0.480,2.07,3.84,7.52,11.40,26.41
00:26:06,0.414,0.480,2.05,3.84,7.52,11.40,26.40
00:26:07,0.416,0.481,2.08,3.84,7.52,11.40,26.31
00:26:08,0.418,0.484,2.09,3.84,7.52,11.40,26.38
00:26:09,0.419,0.484,2.10,3.84,7.52,11.40,26.49
00:26:10,0.419,0.485,2.10,3.84,7.52,11.40,26.36
00:26:11,0.419,0.484,2.10,3.84,7.53,11.40,26.47
00:26:12,0.427,0.493,2.15,3.84,7.52,11.40,26.57
00:26:13,0.416,0.481,2.07,3.84,7.52,11.40,26.50
00:26:14,0.416,0.481,2.07,3.84,7.52,11.40,26.41
00:26:15,0.415,0.479,2.06,3.84,7.52,11.40,26.36
00:26:16,0.415,0.481,2.06,3.84,7.52,11.40,26.35
00:26:17,0.419,0.484,2.09,3.84,7.53,11.40,26.36
00:26:18,0.419,0.484,2.09,3.84,7.53,11.40,26.45
00:26:19,0.419,0.484,2.10,3.84,7.52,11.40,26.48
00:26:20,0.420,0.486,2.10,3.84,7.52,11.40,26.40
00:26:21,0.420,0.484,2.10,3.84,7.53,11.40,26.40
00:26:22,0.420,0.484,2.10,3.84,7.52,11.40,26.59
00:26:23,0.420,0.485,2.10,3.84,7.52,11.40,26.85
00:26:24,0.421,0.487,2.11,3.84,7.53,11.40,26.98
00:26:25,0.426,0.491,2.16,3.84,7.52,11.40,27.08
00:26:26,0.432,0.498,2.21,3.84,7.53,11.40,27.04
00:26:27,0.420,0.484,2.09,3.84,7.53,11.40,26.55
00:26:28,0.419,0.484,2.10,3.84,7.53,11.40,26.55
00:26:29,0.419,0.485,2.10,3.84,7.52,11.40,26.42
00:26:30,0.419,0.484,2.09,3.84,7.52,11.40,26.45
00:26:31,0.419,0.484,2.09,3.84,7.53,11.40,26.60
00:26:32,0.420,0.485,2.10,3.84,7.52,11.40,26.52
00:26:33,0.419,0.484,2.10,3.84,7.53,11.40,26.50
00:26:34,0.420,0.485,2.10,3.84,7.52,11.40,26.52
00:26:35,0.420,0.485,2.10,3.84,7.52,11.40,26.57
00:26:36,0.420,0.485,2.10,3.84,7.53,11.40,26.47
00:26:37,0.420,0.485,2.11,3.84,7.53,11.40,26.44
00:26:38,0.421,0.485,2.10,3.84,7.53,11.40,26.53
00:26:39,0.418,0.483,2.08,3.84,7.53,11.40,26.49
00:26:40,0.418,0.483,2.08,3.84,7.53,11.40,26.51
