TIME(hr:min:sec),INPUT_I(A),CHARGING_I(A),BUCK_I(V),Cell1(V),Cell2(V),V_+(V),TEMPERATURE(deg C)
00:01:20,0.541,0.599,2.91,4.04,7.88,11.98,24.95
00:01:21,0.537,0.593,2.89,4.04,7.88,11.98,24.86
00:01:22,0.538,0.594,2.89,4.04,7.88,11.98,24.61
00:01:23,0.541,0.600,2.91,4.04,7.88,11.99,24.60
00:01:24,0.540,0.599,2.91,4.04,7.89,11.98,24.57
00:01:25,0.540,0.599,2.90,4.04,7.88,11.99,24.56
00:01:26,0.540,0.600,2.91,4.04,7.89,11.98,24.54
00:01:27,0.540,0.600,2.91,4.04,7.89,11.99,24.54
00:01:28,0.541,0.601,2.92,4.04,7.89,11.99,24.54
00:01:29,0.541,0.601,2.91,4.04,7.88,11.98,24.54
00:01:30,0.541,0.600,2.91,4.04,7.88,11.98,24.54
00:01:31,0.541,0.600,2.91,4.04,7.88,11.98,24.56
00:01:32,0.542,0.601,2.92,4.04,7.89,11.99,24.87
00:01:33,0.533,0.588,2.86,4.04,7.89,11.99,24.85
00:01:34,0.540,0.599,2.91,4.04,7.89,11.99,24.51
00:01:35,0.540,0.601,2.91,4.04,7.89,11.99,24.52
00:01:36,0.540,0.600,2.91,4.04,7.89,11.99,24.52
00:01:37,0.540,0.599,2.91,4.05,7.89,12.00,24.55
00:01:38,0.540,0.599,2.91,4.05,7.89,11.99,24.52
00:01:39,0.540,0.599,2.91,4.05,7.89,11.99,24.54
00:01:40,0.540,0.600,2.91,4.05,7.89,11.99,24.54
00:01:41,0.540,0.599,2.91,4.05,7.89,12.00,24.55
00:01:42,0.540,0.599,2.91,4.04,7.89,11.99,24.51
00:01:43,0.540,0.600,2.91,4.05,7.89,12.00,24.53
00:01:44,0.541,0.600,2.91,4.05,7.89,12.00,24.49
00:01:45,0.540,0.600,2.91,4.05,7.89,12.00,24.61
00:01:46,0.542,0.601,2.92,4.05,7.89,11.99,24.80
00:01:47,0.534,0.590,2.87,4.04,7.89,11.99,24.80
00:01:48,0.538,0.592,2.88,4.05,7.89,11.99,24.63
00:01:49,0.542,0.599,2.93,4.05,7.89,11.99,24.53
00:01:50,0.537,0.592,2.89,4.05,7.89,12.00,24.58
00:01:51,0.541,0.599,2.92,4.05,7.89,11.99,24.54
00:01:52,0.540,0.597,2.92,4.05,7.89,12.00,24.53
00:01:53,0.542,0.599,2.92,4.05,7.89,12.00,24.53
00:01:54,0.540,0.601,2.91,4.05,7.89,12.00,24.48
00:01:55,0.540,0.599,2.91,4.05,7.89,12.00,24.51
00:01:56,0.540,0.600,2.91,4.05,7.89,12.00,24.49
00:01:57,0.540,0.599,2.91,4.05,7.89,12.00,24.49
00:01:58,0.540,0.599,2.91,4.05,7.89,12.00,24.49
00:01:59,0.540,0.599,2.91,4.05,7.89,12.00,24.51
00:02:00,0.540,0.599,2.91,4.05,7.89,12.01,24.49
00:02:01,0.540,0.599,2.91,4.05,7.89,12.00,24.50
00:02:02,0.540,0.599,2.91,4.05,7.89,12.00,24.50
00:02:03,0.540,0.599,2.91,4.05,7.89,12.01,24.51
00:02:04,0.540,0.599,2.91,4.05,7.89,12.00,24.48
00:02:05,0.540,0.600,2.91,4.05,7.89,12.01,24.49
00:02:06,0.540,0.600,2.91,4.05,7.89,12.01,24.48
00:02:07,0.540,0.600,2.91,4.05,7.89,12.01,24.50
00:02:08,0.540,0.600,2.91,4.05,7.89,12.01,24.49
00:02:09,0.540,0.600,2.91,4.05,7.89,12.01,24.48
00:02:10,0.540,0.600,2.91,4.05,7.89,12.00,24.47
00:02:11,0.540,0.600,2.91,4.05,7.89,12.01,24.48
00:02:12,0.541,0.601,2.91,4.05,7.89,12.01,24.46
00:02:13,0.540,0.601,2.91,4.05,7.89,12.01,24.47
00:02:14,0.541,0.600,2.91,4.05,7.89,12.01,24.48
00:02:15,0.531,0.586,2.85,4.05,7.89,12.01,24.68
00:02:16,0.539,0.594,2.89,4.05,7.89,12.00,24.60
00:02:17,0.537,0.593,2.89,4.05,7.88,12.01,24.66
00:02:18,0.532,0.587,2.86,4.05,7.89,12.01,24.64
00:02:19,0.530,0.586,2.84,4.05,7.88,12.01,24.64
00:02:20,0.533,0.588,2.86,4.05,7.88,12.01,24.64
00:02:21,0.530,0.587,2.84,4.05,7.89,12.01,24.65
00:02:22,0.530,0.587,2.85,4.05,7.89,12.01,24.63
00:02:23,0.531,0.585,2.85,4.05,7.89,12.01,24.63
00:02:24,0.536,0.591,2.88,4.05,7.88,12.01,24.63
00:02:25,0.537,0.592,2.88,4.05,7.89,12.01,24.62
00:02:26,0.540,0.599,2.91,4.05,7.89,12.01,24.45
00:02:27,0.540,0.600,2.91,4.05,7.89,12.01,24.46
00:02:28,0.541,0.599,2.91,4.05,7.89,12.01,24.45
00:02:29,0.540,0.600,2.91,4.05,7.89,12.01,24.46
00:02:30,0.540,0.600,2.91,4.05,7.88,12.01,24.45
00:02:31,0.540,0.600,2.91,4.05,7.89,12.01,24.45
00:02:32,0.541,0.600,2.91,4.05,7.89,12.01,24.44
00:02:33,0.541,0.600,2.91,4.05,7.89,12.01,24.46
00:02:34,0.540,0.600,2.91,4.05,7.89,12.01,24.45
00:02:35,0.540,0.601,2.91,4.05,7.89,12.01,24.45
00:02:36,0.540,0.600,2.91,4.05,7.89,12.01,24.45
00:02:37,0.540,0.600,2.91,4.05,7.89,12.01,24.46
00:02:38,0.540,0.600,2.91,4.05,7.89,12.01,24.46
00:02:39,0.540,0.600,2.91,4.05,7.89,12.01,24.46
00:02:40,0.540,0.599,2.91,4.05,7.90,12.01,24.45
00:02:41,0.550,0.610,2.97,4.05,7.90,12.02,24.45
00:02:42,0.545,0.604,2.94,4.05,7.90,12.01,24.45
00:02:43,0.550,0.610,2.97,4.05,7.90,12.01,24.45
00:02:44,0.549,0.608,2.96,4.05,7.90,12.01,24.45
00:02:45,0.550,0.610,2.96,4.05,7.90,12.01,24.44
00:02:46,0.547,0.607,2.94,4.05,7.90,12.01,24.45
00:02:47,0.541,0.600,2.91,4.05,7.90,12.01,24.45
00:02:48,0.540,0.600,2.91,4.05,7.90,12.02,24.44
00:02:49,0.540,0.600,2.91,4.05,7.90,12.01,24.45
00:02:50,0.540,0.599,2.91,4.05,7.90,12.02,24.45
00:02:51,0.540,0.599,2.91,4.05,7.91,12.01,24.45
00:02:52,0.540,0.600,2.91,4.05,7.91,12.02,24.44
00:02:53,0.540,0.599,2.91,4.05,7.91,12.01,24.45
00:02:54,0.540,0.599,2.91,4.05,7.90,12.02,24.45
00:02:55,0.540,0.599,2.91,4.05,7.90,12.02,24.45
00:02:56,0.540,0.600,2.91,4.05,7.90,12.02,24.44
00:02:57,0.540,0.600,2.91,4.05,7.91,12.02,24.44
00:02:58,0.540,0.599,2.91,4.05,7.91,12.02,24.44
00:02:59,0.540,0.599,2.91,4.05,7.90,12.01,24.45
00:03:00,0.540,0.599,2.91,4.05,7.91,12.01,24.44
00:03:01,0.540,0.599,2.91,4.05,7.90,12.02,24.45
00:03:02,0.540,0.599,2.91,4.05,7.90,12.03,24.44
00:03:03,0.540,0.600,2.91,4.05,7.91,12.02,24.45
00:03:04,0.540,0.599,2.91,4.05,7.91,12.02,24.44
00:03:05,0.540,0.599,2.91,4.05,7.91,12.02,24.45
00:03:06,0.540,0.600,2.91,4.06,7.91,12.02,24.45
00:03:07,0.540,0.599,2.91,4.05,7.92,12.02,24.44
00:03:08,0.540,0.599,2.91,4.06,7.92,12.02,24.44
00:03:09,0.540,0.599,2.91,4.06,7.89,12.02,24.44
00:03:10,0.540,0.599,2.91,4.06,7.90,12.02,24.44
00:03:11,0.540,0.599,2.91,4.05,7.90,12.03,24.44
00:03:12,0.540,0.599,2.91,4.06,7.89,12.03,24.44
00:03:13,0.540,0.600,2.91,4.06,7.89,12.03,24.44
00:03:14,0.541,0.600,2.91,4.06,7.90,12.02,24.43
00:03:15,0.541,0.599,2.91,4.06,7.89,12.02,24.44
00:03:16,0.543,0.601,2.92,4.06,7.91,12.02,24.44
00:03:17,0.550,0.610,2.96,4.06,7.91,12.03,24.44
00:03:18,0.541,0.601,2.91,4.06,7.89,12.02,24.42
00:03:19,0.542,0.601,2.92,4.06,7.89,12.03,24.44
00:03:20,0.545,0.605,2.93,4.06,7.89,12.03,24.43
00:03:21,0.543,0.601,2.93,4.06,7.90,12.02,24.44
00:03:22,0.530,0.587,2.84,4.06,7.90,12.02,24.50
00:03:23,0.542,0.601,2.92,4.06,7.90,12.03,24.51
00:03:24,0.541,0.600,2.91,4.06,7.92,12.03,24.44
00:03:25,0.542,0.600,2.91,4.06,7.92,12.03,24.44
00:03:26,0.542,0.601,2.92,4.06,7.92,12.03,24.42
00:03:27,0.541,0.600,2.91,4.06,7.92,12.02,24.43
00:03:28,0.541,0.600,2.91,4.06,7.92,12.03,24.43
00:03:29,0.540,0.600,2.91,4.06,7.92,12.03,24.44
00:03:30,0.540,0.599,2.91,4.06,7.92,12.03,24.44
00:03:31,0.540,0.599,2.91,4.06,7.92,12.03,24.44
00:03:32,0.540,0.600,2.91,4.06,7.92,12.03,24.44
00:03:33,0.540,0.600,2.91,4.06,7.91,12.03,24.44
00:03:34,0.540,0.599,2.91,4.06,7.92,12.03,24.44
00:03:35,0.540,0.600,2.91,4.06,7.92,12.03,24.44
00:03:36,0.541,0.599,2.91,4.06,7.92,12.03,24.42
00:03:37,0.541,0.600,2.91,4.06,7.92,12.03,24.43
00:03:38,0.542,0.600,2.91,4.06,7.92,12.03,24.43
00:03:39,0.541,0.600,2.91,4.06,7.92,12.03,24.44
00:03:40,0.541,0.600,2.91,4.06,7.91,12.03,24.43
00:03:41,0.541,0.600,2.91,4.06,7.92,12.03,24.43
00:03:42,0.542,0.599,2.91,4.06,7.92,12.03,24.42
00:03:43,0.542,0.601,2.91,4.06,7.92,12.03,24.44
00:03:44,0.546,0.605,2.93,4.06,7.92,12.03,24.43
00:03:45,0.548,0.608,2.95,4.06,7.92,12.03,24.43
00:03:46,0.545,0.603,2.94,4.06,7.92,12.03,24.44
00:03:47,0.538,0.593,2.89,4.06,7.91,12.03,24.44
00:03:48,0.534,0.590,2.87,4.06,7.92,12.03,24.48
00:03:49,0.542,0.602,2.92,4.06,7.92,12.03,24.44
00:03:50,0.548,0.608,2.95,4.06,7.93,12.03,24.42
00:03:51,0.549,0.609,2.96,4.06,7.93,12.03,24.44
00:03:52,0.543,0.602,2.93,4.06,7.93,12.03,24.42
00:03:53,0.540,0.596,2.88,4.06,7.93,12.03,24.46
00:03:54,0.542,0.597,2.91,4.06,7.93,12.03,24.48
00:03:55,0.541,0.600,2.91,4.06,7.94,12.04,24.48
00:03:56,0.541,0.599,2.91,4.06,7.94,12.03,24.44
00:03:57,0.542,0.600,2.91,4.06,7.93,12.04,24.44
00:03:58,0.542,0.601,2.92,4.06,7.93,12.03,24.42
00:03:59,0.542,0.600,2.91,4.06,7.93,12.03,24.42
00:04:00,0.539,0.594,2.87,4.06,7.93,12.03,24.45
00:04:01,0.537,0.593,2.88,4.06,7.93,12.03,24.48
00:04:02,0.542,0.600,2.91,4.06,7.94,12.03,24.42
00:04:03,0.542,0.600,2.92,4.06,7.93,12.04,24.43
00:04:04,0.542,0.600,2.92,4.06,7.93,12.04,24.42
00:04:05,0.542,0.600,2.91,4.06,7.94,12.04,24.42
00:04:06,0.542,0.601,2.92,4.06,7.94,12.05,24.42
00:04:07,0.541,0.600,2.91,4.06,7.94,12.04,24.42
00:04:08,0.540,0.599,2.91,4.06,7.93,12.03,24.42
00:04:09,0.540,0.599,2.91,4.06,7.94,12.05,24.43
00:04:10,0.541,0.600,2.91,4.06,7.94,12.04,24.42
00:04:11,0.542,0.601,2.92,4.06,7.94,12.04,24.42
00:04:12,0.544,0.603,2.93,4.06,7.94,12.04,24.42
00:04:13,0.541,0.599,2.91,4.06,7.94,12.05,24.42
00:04:14,0.541,0.600,2.91,4.06,7.94,12.04,24.42
00:04:15,0.541,0.599,2.91,4.06,7.94,12.04,24.43
00:04:16,0.540,0.599,2.91,4.06,7.94,12.04,24.42
00:04:17,0.541,0.600,2.91,4.06,7.94,12.05,24.42
00:04:18,0.544,0.603,2.93,4.06,7.94,12.04,24.42
00:04:19,0.542,0.601,2.91,4.06,7.94,12.04,24.42
00:04:20,0.542,0.600,2.92,4.06,7.94,12.04,24.43
00:04:21,0.541,0.600,2.91,4.06,7.94,12.04,24.42
00:04:22,0.541,0.600,2.91,4.06,7.93,12.04,24.42
00:04:23,0.540,0.600,2.91,4.06,7.94,12.04,24.43
00:04:24,0.541,0.600,2.91,4.06,7.93,12.04,24.42
00:04:25,0.542,0.601,2.92,4.06,7.94,12.04,24.42
00:04:26,0.542,0.600,2.92,4.06,7.94,12.04,24.44
00:04:27,0.536,0.592,2.89,4.06,7.94,12.04,24.44
00:04:28,0.540,0.598,2.90,4.06,7.94,12.04,24.42
00:04:29,0.542,0.600,2.91,4.06,7.94,12.04,24.42
00:04:30,0.541,0.599,2.91,4.06,7.94,12.04,24.42
00:04:31,0.542,0.600,2.91,4.06,7.94,12.05,24.42
00:04:32,0.550,0.607,2.95,4.06,7.94,12.04,24.46
00:04:33,0.541,0.600,2.91,4.06,7.94,12.05,24.42
00:04:34,0.540,0.597,2.90,4.06,7.94,12.04,24.41
00:04:35,0.541,0.599,2.91,4.06,7.94,12.05,24.42
00:04:36,0.541,0.599,2.91,4.06,7.94,12.05,24.42
00:04:37,0.540,0.600,2.91,4.06,7.94,12.05,24.42
00:04:38,0.542,0.600,2.92,4.06,7.94,12.05,24.42
00:04:39,0.543,0.601,2.91,4.06,7.94,12.05,24.42
00:04:40,0.551,0.608,2.95,4.06,7.94,12.05,24.47
00:04:41,0.542,0.600,2.92,4.06,7.94,12.05,24.42
00:04:42,0.541,0.599,2.91,4.06,7.94,12.05,24.42
00:04:43,0.541,0.599,2.91,4.06,7.94,12.05,24.42
00:04:44,0.543,0.600,2.91,4.06,7.94,12.05,24.42
00:04:45,0.549,0.607,2.95,4.07,7.94,12.05,24.46
00:04:46,0.540,0.598,2.90,4.06,7.94,12.05,24.42
00:04:47,0.541,0.600,2.91,4.06,7.94,12.05,24.42
00:04:48,0.542,0.599,2.91,4.06,7.94,12.05,24.42
00:04:49,0.541,0.599,2.91,4.07,7.94,12.05,24.42
00:04:50,0.541,0.599,2.91,4.07,7.94,12.05,24.42
00:04:51,0.542,0.600,2.92,4.07,7.94,12.05,24.41
00:04:52,0.542,0.600,2.91,4.07,7.94,12.05,24.42
00:04:53,0.542,0.600,2.91,4.07,7.94,12.05,24.42
00:04:54,0.542,0.600,2.91,4.07,7.94,12.05,24.42
00:04:55,0.541,0.599,2.91,4.07,7.94,12.05,24.42
00:04:56,0.541,0.599,2.91,4.07,7.94,12.05,24.42
00:04:57,0.542,0.601,2.92,4.07,7.94,12.05,24.42
00:04:58,0.543,0.600,2.91,4.07,7.94,12.05,24.41
00:04:59,0.547,0.605,2.93,4.07,7.94,12.05,24.45
00:05:00,0.538,0.594,2.90,4.07,7.94,12.05,24.42
00:05:01,0.541,0.599,2.91,4.07,7.94,12.05,24.41
00:05:02,0.542,0.600,2.91,4.07,7.94,12.05,24.42
00:05:03,0.541,0.600,2.91,4.07,7.94,12.05,24.42
00:05:04,0.543,0.600,2.91,4.07,7.94,12.05,24.42
00:05:05,0.543,0.600,2.92,4.07,7.94,12.05,24.41
00:05:06,0.551,0.608,2.95,4.07,7.94,12.05,24.44
00:05:07,0.538,0.596,2.90,4.07,7.94,12.05,24.41
00:05:08,0.542,0.600,2.91,4.07,7.94,12.05,24.41
00:05:09,0.542,0.600,2.91,4.07,7.94,12.05,24.41
00:05:10,0.541,0.600,2.91,4.07,7.94,12.06,24.41
00:05:11,0.542,0.599,2.91,4.07,7.94,12.05,24.41
00:05:12,0.541,0.600,2.91,4.07,7.94,12.05,24.41
00:05:13,0.536,0.593,2.88,4.07,7.94,12.05,24.41
00:05:14,0.543,0.600,2.91,4.07,7.94,12.05,24.41
00:05:15,0.542,0.599,2.91,4.07,7.94,12.05,24.41
00:05:16,0.542,0.599,2.91,4.07,7.94,12.05,24.41
00:05:17,0.542,0.600,2.91,4.07,7.94,12.05,24.41
00:05:18,0.541,0.599,2.91,4.07,7.94,12.05,24.41
00:05:19,0.542,0.600,2.91,4.07,7.94,12.06,24.41
00:05:20,0.543,0.601,2.91,4.07,7.94,12.06,24.41
00:05:21,0.543,0.599,2.91,4.07,7.94,12.05,24.41
00:05:22,0.535,0.590,2.86,4.07,7.94,12.05,24.41
00:05:23,0.548,0.605,2.94,4.07,7.94,12.05,24.44
00:05:24,0.538,0.595,2.90,4.07,7.94,12.05,24.41
00:05:25,0.542,0.600,2.91,4.07,7.94,12.06,24.41
00:05:26,0.542,0.599,2.91,4.07,7.94,12.06,24.41
00:05:27,0.542,0.599,2.91,4.07,7.94,12.06,24.41
00:05:28,0.542,0.599,2.91,4.07,7.94,12.06,24.42
00:05:29,0.542,0.599,2.91,4.07,7.94,12.06,24.41
00:05:30,0.543,0.601,2.91,4.07,7.94,12.05,24.41
00:05:31,0.543,0.599,2.92,4.07,7.94,12.06,24.41
00:05:32,0.552,0.608,2.95,4.07,7.94,12.06,24.42
00:05:33,0.540,0.598,2.91,4.07,7.94,12.06,24.41
00:05:34,0.548,0.603,2.91,4.07,7.94,12.07,24.42
00:05:35,0.543,0.599,2.91,4.07,7.94,12.07,24.41
00:05:36,0.550,0.605,2.92,4.07,7.94,12.07,24.43
00:05:37,0.542,0.600,2.91,4.07,7.94,12.06,24.41
00:05:38,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:05:39,0.542,0.599,2.91,4.07,7.94,12.07,24.41
00:05:40,0.542,0.599,2.91,4.07,7.95,12.06,24.41
00:05:41,0.542,0.600,2.91,4.07,7.95,12.06,24.41
00:05:42,0.543,0.601,2.91,4.07,7.94,12.06,24.41
00:05:43,0.543,0.601,2.91,4.07,7.95,12.07,24.41
00:05:44,0.543,0.600,2.91,4.07,7.94,12.06,24.41
00:05:45,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:05:46,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:05:47,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:05:48,0.543,0.600,2.91,4.07,7.95,12.06,24.41
00:05:49,0.546,0.603,2.93,4.07,7.95,12.07,24.42
00:05:50,0.537,0.593,2.89,4.07,7.95,12.06,24.41
00:05:51,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:05:52,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:05:53,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:05:54,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:05:55,0.551,0.606,2.93,4.07,7.95,12.07,24.42
00:05:56,0.543,0.600,2.91,4.07,7.95,12.07,24.40
00:05:57,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:05:58,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:05:59,0.542,0.599,2.91,4.07,7.95,12.07,24.40
00:06:00,0.542,0.599,2.91,4.07,7.95,12.07,24.40
00:06:01,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:06:02,0.543,0.601,2.91,4.07,7.95,12.07,24.40
00:06:03,0.543,0.601,2.91,4.07,7.95,12.07,24.40
00:06:04,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:05,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:06,0.542,0.599,2.91,4.07,7.95,12.07,24.40
00:06:07,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:06:08,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:06:09,0.542,0.599,2.91,4.07,7.95,12.07,24.41
00:06:10,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:11,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:12,0.543,0.600,2.91,4.07,7.95,12.07,24.40
00:06:13,0.546,0.604,2.93,4.07,7.95,12.07,24.42
00:06:14,0.535,0.590,2.86,4.07,7.95,12.07,24.40
00:06:15,0.542,0.599,2.91,4.07,7.95,12.07,24.40
00:06:16,0.542,0.600,2.91,4.07,7.95,12.07,24.41
00:06:17,0.542,0.601,2.91,4.07,7.95,12.07,24.41
00:06:18,0.542,0.599,2.91,4.07,7.94,12.07,24.40
00:06:19,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:20,0.543,0.600,2.91,4.07,7.95,12.07,24.40
00:06:21,0.543,0.601,2.92,4.07,7.95,12.07,24.40
00:06:22,0.544,0.601,2.91,4.07,7.95,12.07,24.40
00:06:23,0.543,0.601,2.91,4.07,7.95,12.07,24.41
00:06:24,0.552,0.608,2.94,4.07,7.95,12.07,24.42
00:06:25,0.534,0.590,2.87,4.07,7.95,12.07,24.41
00:06:26,0.543,0.599,2.91,4.07,7.95,12.07,24.40
00:06:27,0.543,0.601,2.91,4.07,7.95,12.07,24.41
00:06:28,0.543,0.599,2.91,4.07,7.95,12.08,24.41
00:06:29,0.543,0.599,2.91,4.07,7.95,12.07,24.40
00:06:30,0.543,0.600,2.91,4.07,7.95,12.07,24.40
00:06:31,0.541,0.599,2.91,4.07,7.95,12.07,24.40
00:06:32,0.545,0.600,2.89,4.07,7.95,12.08,24.41
00:06:33,0.553,0.609,2.96,4.07,7.95,12.07,24.42
00:06:34,0.543,0.600,2.91,4.07,7.95,12.07,24.41
00:06:35,0.543,0.599,2.92,4.07,7.95,12.07,24.41
00:06:36,0.544,0.600,2.91,4.07,7.95,12.07,24.41
00:06:37,0.551,0.608,2.95,4.08,7.95,12.08,24.42
00:06:38,0.546,0.603,2.93,4.07,7.95,12.08,24.42
00:06:39,0.543,0.600,2.91,4.07,7.95,12.08,24.41
00:06:40,0.544,0.601,2.91,4.07,7.95,12.07,24.40
00:06:41,0.543,0.601,2.91,4.07,7.95,12.07,24.41
00:06:42,0.544,0.601,2.92,4.07,7.95,12.08,24.40
00:06:43,0.543,0.601,2.91,4.07,7.96,12.08,24.40
00:06:44,0.543,0.600,2.91,4.07,7.95,12.08,24.40
00:06:45,0.543,0.599,2.91,4.07,7.95,12.07,24.40
00:06:46,0.543,0.600,2.91,4.08,7.95,12.08,24.40
00:06:47,0.543,0.600,2.91,4.07,7.94,12.08,24.41
